peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_nu
HoiH23_orphan_2900	0	0	1	0	0	0	0	0	1	0	0	0	0
HoiH23_PlH23_003003	0	0	0	0	1	0	0	0	0	0	0	0	0
HoiH23_PlH23_003004	1	3	4	3	1	2	2	3	3	3	1	2	7
HoiH23_orphan_2901	0	0	0	0	1	1	1	1	1	0	2	0	0
HoiH23_PlH23_003008	1	2	3	1	2	1	3	3	2	1	3	2	0
HoiH23_PlH23_003010	6	6	9	2	2	4	27	20	12	8	10	5	8
HoiH23_PlH23_003012	3	0	3	1	0	0	0	1	0	0	2	1	1
HoiH23_PlH23_003013	0	0	0	0	7	1	1	0	6	2	0	0	0
HoiH23_PlH23_003014	1	0	1	0	3	1	0	1	2	1	0	0	0
HoiH23_PlH23_003015	0	1	1	1	1	1	1	1	4	0	0	2	1
HoiH23_PlH23_003016	0	0	0	0	0	0	1	0	1	1	0	0	0
HoiH23_PlH23_003018	0	1	2	1	3	2	4	2	8	5	3	3	2
HoiH23_PlH23_003021	0	0	2	0	0	3	2	0	1	0	2	0	1
HoiH23_PlH23_003023	1	0	1	5	1	0	3	0	0	0	1	0	0
HoiH23_PlH23_003024	0	0	0	0	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_003025	1	5	6	1	3	3	1	2	3	0	4	1	3
HoiH23_orphan_2904	0	0	0	0	1	0	0	0	0	0	0	0	0
HoiH23_orphan_2905	0	0	0	0	1	0	0	0	0	0	0	0	0
HoiH23_PlH23_011417	0	0	1	1	0	0	0	0	0	0	0	1	0
HoiH23_PlH23_011416	0	0	0	1	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_011659	0	0	14	0	6	0	23	0	0	14	27	0	6
HoiH23_orphan_2908	0	0	3	0	1	0	0	0	0	0	1	0	0
HoiH23_PlH23_011660	1	0	1	0	0	0	8	0	0	0	1	0	0
HoiH23_PlH23_011661	1	0	2	0	0	0	14	0	0	0	0	0	0
HoiH23_PlH23_011971	42	38	1	0	0	0	26	2	0	0	2	0	0
HoiH23_orphan_2909	1	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_011252	2	0	10	3	2	1	4	6	6	1	8	4	0
HoiH23_PlH23_011253	0	0	0	0	0	0	0	0	0	2	0	0	0
HoiH23_PlH23_011254	1	1	2	0	1	0	1	1	0	1	1	0	0
HoiH23_PlH23_011570	0	0	0	0	0	0	0	17	0	0	0	0	0
HoiH23_PlH23_011227	0	0	0	1	1	0	1	1	0	1	0	1	1
HoiH23_PlH23_011226	0	2	3	0	0	2	1	1	3	3	5	1	2
HoiH23_orphan_2910	0	0	0	0	0	0	0	1	12	1	2	0	2
HoiH23_PlH23_011390	0	0	0	2	1	0	0	2	0	0	1	0	0
HoiH23_orphan_2911	0	0	0	1	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_011476	0	0	0	0	0	0	0	1	0	0	0	0	1
HoiH23_PlH23_011798	0	0	0	0	0	0	1	2	1	0	0	0	0
HoiH23_orphan_2913	0	0	0	0	0	0	0	0	0	2	0	0	0
HoiH23_orphan_2914	2	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_005924	0	0	0	0	0	1	2	0	0	0	0	0	0
HoiH23_PlH23_005925	0	0	0	0	0	0	2	1	1	0	0	0	1
HoiH23_PlH23_005926	0	0	56	0	0	0	0	0	72	0	0	0	0
HoiH23_PlH23_005927	2	1	0	2	0	0	2	2	1	2	1	0	0
HoiH23_PlH23_005929	2	9	0	0	1	0	5	5	5	5	0	1	1
HoiH23_PlH23_005932	4	9	21	7	8	3	14	15	19	4	12	10	7
HoiH23_orphan_2916	0	0	0	0	0	0	0	0	0	1	1	0	0
HoiH23_PlH23_005934	0	3	6	0	3	1	1	3	4	2	2	1	1
HoiH23_orphan_2917	2	0	1	0	2	11	8	0	3	1	1	0	1
HoiH23_PlH23_005938	0	2	7	6	0	0	0	20	0	1	0	0	0
HoiH23_PlH23_005939	0	3	3	3	21	10	8	15	28	13	5	5	12
HoiH23_PlH23_005940	0	0	0	0	0	0	1	53	0	0	0	0	0
HoiH23_PlH23_005941	0	0	0	0	0	0	2	1	0	0	1	0	1
HoiH23_orphan_2919	0	0	0	0	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_005943	1	2	9	5	12	4	27	10	83	58	14	15	5
HoiH23_PlH23_005945	0	0	0	0	2	0	1	0	0	1	0	1	0
HoiH23_PlH23_005946	0	0	0	0	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_005948	0	0	2	0	2	0	0	0	6	1	5	0	0
HoiH23_PlH23_005949	0	0	3	0	1	0	6	7	5	0	3	1	0
HoiH23_PlH23_005950	0	0	0	0	0	0	0	0	0	0	0	1	0
HoiH23_PlH23_005952	0	0	0	0	0	0	0	0	0	0	0	1	0
HoiH23_PlH23_005918	51	83	1	2	0	0	12	0	9	0	0	0	2
HoiH23_PlH23_005919	0	0	0	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_005920	0	0	0	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_005928	127	308	3	11	0	0	2	1	5	0	1	0	0
HoiH23_orphan_2920	0	1	2	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_005930	0	0	1	0	0	0	23	24	120	89	1	1	1
HoiH23_PlH23_005931	3	5	24	15	12	8	20	10	15	9	13	7	6
HoiH23_orphan_2921	0	0	0	0	3	0	0	1	1	1	1	0	0
HoiH23_PlH23_005933	0	1	5	2	4	8	7	2	16	6	11	4	3
HoiH23_PlH23_005935	0	0	1	0	0	0	0	0	1	0	0	0	0
HoiH23_PlH23_005936	55	57	195	69	152	106	88	57	64	168	154	32	74
HoiH23_orphan_2922	15	39	47	19	49	27	28	12	32	48	31	13	28
HoiH23_PlH23_005937	0	0	0	0	0	0	3	0	1	1	1	0	0
HoiH23_PlH23_005942	0	0	0	0	1	0	0	0	0	1	7	0	0
HoiH23_PlH23_005944	2	1	8	7	2	3	11	4	4	4	5	1	1
HoiH23_PlH23_005947	0	0	2	1	2	0	0	0	1	0	1	1	0
HoiH23_PlH23_005951	1	0	2	0	0	1	2	1	0	2	4	1	0
HoiH23_PlH23_010769	0	0	0	0	2	0	1	1	1	0	1	0	1
HoiH23_PlH23_010771	0	0	0	0	0	0	0	0	1	0	0	0	0
HoiH23_PlH23_010770	0	1	0	0	0	0	1	0	0	0	0	2	0
HoiH23_PlH23_011512	0	0	0	0	0	0	0	1	0	0	0	0	0
HoiH23_orphan_2923	1	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_011956	0	1	1	0	0	1	2	0	0	0	0	0	0
HoiH23_orphan_2924	11	40	145	0	4	0	126	4	17	50	37	48	2
HoiH23_orphan_2925	0	0	0	0	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_011287	0	0	0	2	0	1	0	0	2	3	1	0	1
HoiH23_PlH23_011288	0	0	6	2	0	0	1	0	1	1	1	0	1
HoiH23_PlH23_011601	0	0	0	0	0	0	0	0	0	0	1	0	1
HoiH23_PlH23_011602	0	0	0	0	0	0	0	4	9	1	1	0	0
HoiH23_PlH23_011603	1	1	2	0	2	2	0	2	5	4	0	2	2
HoiH23_PlH23_011064	1	0	2	0	2	0	0	0	0	0	0	1	0
HoiH23_PlH23_011067	0	0	0	0	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_011065	1	0	5	2	4	0	2	2	1	0	9	2	0
HoiH23_orphan_2926	0	0	0	0	0	0	0	0	0	0	1	0	0
HoiH23_PlH23_011770	0	0	0	0	0	0	0	0	0	0	33	0	0
HoiH23_PlH23_011606	1	1	0	0	0	0	0	2	0	0	0	0	1
HoiH23_PlH23_011607	0	0	0	0	0	0	0	2	0	0	0	0	0
HoiH23_PlH23_011637	0	2	3	1	2	1	1	3	2	0	1	1	4
HoiH23_orphan_2929	0	0	2	0	0	3	19	80	33	2	25	0	28
HoiH23_orphan_2930	0	0	0	0	0	0	0	0	3	0	0	0	0
HoiH23_PlH23_004186	4	3	37	5	15	4	15	5	18	4	17	8	10
HoiH23_PlH23_004188	2	5	10	4	2	2	7	5	9	13	8	4	4
HoiH23_PlH23_004189	28	108	126	28	10	17	164	187	138	98	137	68	34
HoiH23_PlH23_004191	2	3	4	0	6	1	6	4	6	1	5	1	0
HoiH23_PlH23_004192	5	4	7	3	4	1	7	3	4	7	4	2	7
HoiH23_PlH23_004195	0	6	2	3	0	1	7	6	6	2	5	4	6
HoiH23_PlH23_004197	3	1	5	0	2	1	6	6	4	3	0	2	1
HoiH23_PlH23_004198	0	6	16	6	4	4	13	14	29	37	6	2	5
HoiH23_PlH23_004199	0	1	3	1	0	3	2	2	3	1	5	2	1
HoiH23_PlH23_004201	0	0	0	0	2	0	0	1	0	0	2	0	0
HoiH23_PlH23_004202	6	3	6	0	2	1	5	9	27	42	86	4	9
HoiH23_orphan_2931	0	0	1	0	0	2	0	6	9	12	25	0	3
HoiH23_PlH23_004204	0	0	0	0	8	0	0	0	0	6	2	0	0
HoiH23_PlH23_004206	0	0	0	2	0	0	3	1	2	2	2	1	0
HoiH23_PlH23_004207	1	5	13	16	8	2	8	7	4	5	10	6	6
HoiH23_PlH23_004208	0	0	1	1	3	1	3	0	2	0	4	2	0
HoiH23_orphan_2932	0	0	0	0	0	0	2	0	0	0	0	0	1
HoiH23_PlH23_004212	0	1	6	1	1	0	3	0	1	1	2	1	0
HoiH23_PlH23_004214	6	3	6	1	3	2	1	0	2	0	4	1	0
HoiH23_PlH23_004217	0	0	3	0	0	0	0	0	0	0	1	0	1
HoiH23_PlH23_004218	0	0	11	1	0	0	42	0	0	0	24	0	0
HoiH23_PlH23_004184	0	0	0	0	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_004185	0	0	1	1	2	0	1	0	2	0	4	0	2
HoiH23_orphan_2933	0	0	0	0	0	0	1	0	0	0	0	0	1
HoiH23_PlH23_004187	1	12	17	12	7	6	20	13	18	18	12	7	7
HoiH23_PlH23_004190	1	1	9	3	0	0	9	5	6	3	4	0	2
HoiH23_PlH23_004193	1	3	7	0	2	1	5	3	4	3	3	2	2
HoiH23_PlH23_004194	0	0	0	0	4	0	0	4	0	0	0	0	2
HoiH23_PlH23_004196	2	0	1	1	0	0	2	3	1	0	0	1	0
HoiH23_PlH23_004200	0	0	1	0	0	0	1	0	1	0	2	0	0
HoiH23_PlH23_004203	0	0	7	0	4	1	0	8	59	93	198	1	30
HoiH23_orphan_2935	0	0	1	0	0	0	1	4	15	32	35	0	5
HoiH23_PlH23_004205	0	0	1	0	0	0	0	1	2	0	0	0	0
HoiH23_PlH23_004209	48	93	148	63	145	68	243	137	273	239	141	78	51
HoiH23_PlH23_004210	1	1	12	8	4	3	14	8	16	17	18	5	10
HoiH23_orphan_2937	0	0	0	0	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_004211	1	2	10	6	5	2	11	16	5	8	7	3	5
HoiH23_PlH23_004213	1	0	2	3	1	2	3	1	1	1	5	2	0
HoiH23_PlH23_004215	0	0	2	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_004216	1	0	1	3	0	0	0	1	1	0	0	0	0
HoiH23_PlH23_011264	1	1	1	2	0	2	3	1	1	1	0	0	1
HoiH23_orphan_2938	0	0	0	0	0	0	0	0	0	1	0	0	0
HoiH23_PlH23_011266	0	0	1	0	0	0	0	1	0	2	2	0	0
HoiH23_PlH23_011265	0	0	2	0	0	0	6	4	1	4	0	0	1
HoiH23_orphan_2939	0	0	0	0	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_011275	0	0	0	0	0	0	0	0	0	0	0	0	19
HoiH23_PlH23_011276	0	0	0	0	0	0	0	0	4	0	0	0	8
HoiH23_PlH23_011905	0	0	0	0	0	0	2	0	0	0	0	0	0
HoiH23_PlH23_011220	1	9	19	7	2	3	11	4	6	6	6	3	6
HoiH23_PlH23_011354	0	8	8	4	1	1	10	6	13	6	13	3	0
HoiH23_PlH23_011355	1	0	0	0	0	0	0	0	0	1	0	0	0
HoiH23_PlH23_011356	1	0	1	0	0	0	0	0	1	0	2	2	0
HoiH23_orphan_2941	0	0	0	0	1	0	1	0	0	0	0	0	0
HoiH23_PlH23_011074	4	7	20	19	35	32	80	23	47	11	13	9	5
HoiH23_PlH23_011075	3	3	12	4	5	3	9	6	8	4	8	5	3
HoiH23_PlH23_011025	0	0	2	0	2	1	6	3	1	1	0	0	1
HoiH23_orphan_2942	0	0	1	0	0	0	0	1	1	0	0	0	0
HoiH23_PlH23_011593	0	0	5	2	0	0	3	2	2	2	2	1	0
HoiH23_orphan_2943	0	0	1	2	1	0	0	1	0	1	0	0	0
HoiH23_PlH23_010766	0	0	4	13	2	0	1	1	1	3	1	0	0
HoiH23_PlH23_010767	5	4	8	0	4	6	8	7	8	4	5	3	4
HoiH23_PlH23_003712	0	3	8	3	8	1	11	3	7	2	6	2	3
HoiH23_PlH23_003714	2	0	3	0	0	3	5	2	3	2	3	1	1
HoiH23_orphan_2944	0	0	0	0	0	0	0	0	0	1	0	0	0
HoiH23_PlH23_003717	0	0	2	2	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_003718	0	0	1	0	1	0	0	0	0	0	1	0	0
HoiH23_PlH23_003719	0	0	0	0	0	0	1	2	6	4	1	0	2
HoiH23_PlH23_003720	0	0	0	0	0	0	0	0	0	1	0	0	0
HoiH23_PlH23_003721	1	0	1	0	0	0	2	4	5	0	0	1	4
HoiH23_PlH23_003725	1	2	5	2	2	2	0	2	0	1	5	3	0
HoiH23_PlH23_003726	12	19	32	16	19	12	32	28	48	39	15	20	14
HoiH23_PlH23_003727	1	2	9	9	5	1	8	7	9	8	5	3	3
HoiH23_PlH23_003729	0	0	0	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_003734	3	6	19	5	12	5	26	6	17	10	11	14	8
HoiH23_orphan_2945	1	0	5	1	5	2	0	1	4	2	2	0	1
HoiH23_PlH23_003735	38	90	195	98	355	156	342	247	338	207	229	110	68
HoiH23_PlH23_003738	0	2	0	0	1	0	3	0	1	1	1	1	1
HoiH23_PlH23_003740	16	30	49	38	36	23	96	48	80	42	71	25	40
HoiH23_PlH23_003741	3	1	5	3	1	1	4	1	2	2	2	2	3
HoiH23_PlH23_003711	0	1	1	0	0	0	0	1	0	0	0	1	0
HoiH23_PlH23_003713	1	1	1	0	2	2	4	1	4	2	4	8	3
HoiH23_PlH23_003715	8	18	54	22	11	10	37	15	15	18	51	16	17
HoiH23_PlH23_003716	0	0	0	0	7	0	0	0	5	0	0	0	6
HoiH23_orphan_2946	0	0	1	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_003723	8	4	17	7	11	6	19	12	10	9	24	4	6
HoiH23_PlH23_003724	1	4	6	1	4	1	12	11	3	0	3	2	3
HoiH23_PlH23_003728	4	21	20	2	24	7	9	6	10	8	12	2	4
HoiH23_PlH23_003733	3	4	2	1	4	2	5	3	3	2	2	0	2
HoiH23_PlH23_003736	0	1	1	3	0	4	12	3	4	0	1	3	3
HoiH23_PlH23_003737	0	0	2	0	1	0	2	1	3	4	3	0	2
HoiH23_PlH23_003739	0	2	8	2	7	2	4	0	5	1	7	1	0
HoiH23_PlH23_003742	0	1	0	0	14	5	4	6	4	0	0	1	0
HoiH23_PlH23_003743	0	1	5	0	2	3	11	0	3	1	3	3	1
HoiH23_PlH23_011522	0	0	6	0	5	0	25	8	5	3	2	2	1
HoiH23_PlH23_011521	0	0	3	0	0	3	14	5	2	0	0	7	0
HoiH23_PlH23_011691	0	1	0	0	1	0	0	0	1	0	0	0	0
HoiH23_PlH23_011199	0	0	0	0	2	0	1	1	2	1	0	3	1
HoiH23_PlH23_011675	0	0	0	0	0	1	0	0	3	2	1	0	1
HoiH23_PlH23_011676	0	0	0	0	0	0	0	0	1	0	1	1	0
HoiH23_PlH23_011994	0	0	5	0	0	0	0	0	0	0	1	0	0
HoiH23_orphan_2952	0	0	0	0	0	0	0	8	0	0	0	0	0
HoiH23_PlH23_011746	0	0	0	0	0	0	0	4	0	0	0	0	0
HoiH23_PlH23_011747	0	0	0	0	0	0	1	0	0	0	0	0	0
HoiH23_orphan_2953	0	0	0	0	0	0	1	0	0	0	0	0	1
HoiH23_PlH23_011215	10	8	10	2	14	9	22	18	17	4	12	4	15
HoiH23_PlH23_011216	1	0	0	1	8	0	0	0	4	1	1	1	1
HoiH23_PlH23_011217	0	0	3	2	0	0	2	4	0	0	0	1	2
HoiH23_PlH23_011703	0	0	0	0	0	5	62	36	19	7	2	1	2
HoiH23_PlH23_011704	0	0	0	1	0	6	231	52	23	12	3	1	15
HoiH23_PlH23_011705	0	0	1	0	0	3	133	11	0	0	0	4	15
HoiH23_orphan_2956	0	0	0	0	0	0	0	8	0	0	0	0	0
HoiH23_PlH23_004650	0	0	0	4	1	0	2	0	1	0	2	0	0
HoiH23_PlH23_004652	1	0	6	3	3	1	6	7	3	0	10	5	6
HoiH23_PlH23_004654	0	0	4	3	2	0	10	5	2	1	5	2	1
HoiH23_PlH23_004656	0	0	132	0	4	0	4	8	9	0	10	3	0
HoiH23_PlH23_004661	0	0	5	1	3	2	3	1	0	0	2	0	0
HoiH23_PlH23_004663	0	0	5	0	3	0	8	1	9	0	2	0	3
HoiH23_PlH23_004665	6	4	11	6	8	1	4	20	7	3	12	0	1
HoiH23_PlH23_004667	1	3	10	5	1	0	5	6	6	1	9	3	1
HoiH23_PlH23_004668	0	0	0	0	0	0	0	0	3	0	0	0	0
HoiH23_PlH23_004670	0	1	1	0	4	0	4	1	1	2	3	1	0
HoiH23_PlH23_004671	0	0	0	0	1	1	3	4	1	1	4	2	1
HoiH23_PlH23_004675	4	5	11	4	16	6	26	10	10	7	18	8	0
HoiH23_PlH23_004677	0	1	5	1	2	1	0	2	1	0	3	0	1
HoiH23_PlH23_004678	0	0	3	1	0	0	3	2	2	1	3	0	0
HoiH23_orphan_2957	0	0	9	1	0	0	0	0	0	0	2	0	0
HoiH23_PlH23_004686	4	1	5	4	6	3	11	7	10	6	5	2	3
HoiH23_orphan_2959	0	0	0	0	1	2	1	0	2	0	0	0	0
HoiH23_orphan_2960	0	1	1	0	1	0	3	0	0	1	1	1	0
HoiH23_PlH23_004651	9	6	15	6	18	3	17	9	7	6	22	4	5
HoiH23_orphan_2962	2	4	8	7	9	2	9	10	12	4	12	2	4
HoiH23_PlH23_004653	21	38	158	36	80	43	85	61	95	38	118	39	29
HoiH23_PlH23_004655	5	2	26	4	9	4	6	4	15	5	16	3	2
HoiH23_PlH23_004657	1	4	5	0	0	0	4	1	2	2	0	0	0
HoiH23_PlH23_004662	0	1	10	2	3	0	11	7	16	7	1	5	5
HoiH23_PlH23_004664	4	9	10	0	9	2	25	12	32	5	13	0	2
HoiH23_PlH23_004666	0	0	0	0	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_004669	0	0	4	1	2	0	5	1	2	2	3	6	1
HoiH23_PlH23_004672	0	2	3	0	1	0	1	1	2	0	0	2	0
HoiH23_PlH23_004674	1	1	6	3	2	3	3	1	6	5	8	1	4
HoiH23_PlH23_004679	1	0	0	0	2	0	0	0	2	0	0	1	0
HoiH23_PlH23_004680	5	2	21	3	7	4	11	9	9	5	25	3	6
HoiH23_orphan_2963	2	0	6	1	9	5	6	3	2	0	15	3	3
HoiH23_PlH23_004681	0	0	2	0	1	0	1	8	2	1	6	0	1
HoiH23_PlH23_004682	0	0	0	0	0	0	0	1	0	0	14	0	0
HoiH23_PlH23_004684	6	6	44	0	9	0	0	4	0	0	12	1	0
HoiH23_PlH23_004685	1	1	4	2	6	0	1	0	3	1	2	2	0
HoiH23_PlH23_004687	0	0	5	4	4	8	24	9	9	1	8	3	13
HoiH23_orphan_2964	0	0	0	0	0	0	1	0	1	0	0	1	1
HoiH23_PlH23_004688	19	35	58	20	46	8	85	49	80	67	66	28	28
HoiH23_orphan_2965	63	148	880	5	36	4	1376	67	127	204	235	696	23
HoiH23_PlH23_004689	2	1	7	0	0	0	17	2	1	3	2	5	0
HoiH23_PlH23_011473	0	0	2	0	2	3	0	2	0	0	2	0	0
HoiH23_orphan_2967	0	0	0	0	0	0	0	0	1	0	1	0	3
HoiH23_PlH23_011474	0	0	0	0	0	0	1	0	0	0	9	0	1
HoiH23_PlH23_011068	1	2	3	0	2	0	9	0	8	2	1	3	0
HoiH23_PlH23_011069	1	0	1	0	3	0	0	2	4	0	1	0	0
HoiH23_orphan_2969	0	0	0	0	0	0	0	0	0	1	0	1	0
HoiH23_PlH23_011846	0	0	2	0	0	1	0	0	4	4	1	0	0
HoiH23_orphan_2971	0	0	0	0	1	0	0	1	0	1	0	0	1
HoiH23_PlH23_011694	3	8	16	10	2	2	11	8	5	4	8	0	3
HoiH23_PlH23_011695	0	1	5	0	0	4	4	5	2	1	1	2	0
HoiH23_orphan_2972	0	0	0	0	1	0	0	0	0	0	0	0	0
HoiH23_PlH23_010856	5	10	7	6	4	4	12	10	15	13	14	4	10
HoiH23_PlH23_010857	0	0	1	2	1	1	3	7	1	2	5	1	2
HoiH23_PlH23_011076	0	0	5	0	1	0	11	1	1	0	6	3	0
HoiH23_PlH23_011485	14	12	26	3	14	12	21	17	31	26	15	12	9
HoiH23_PlH23_011486	9	9	6	3	6	5	13	1	11	2	10	8	1
HoiH23_PlH23_011642	0	0	0	0	0	0	0	0	0	0	0	1	2
HoiH23_orphan_2973	1	6	27	42	5	1	5	3	11	7	4	2	1
HoiH23_PlH23_011624	0	1	0	1	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_011109	0	1	1	0	1	1	2	0	0	1	0	0	0
HoiH23_PlH23_000588	10	16	32	13	17	9	25	18	23	23	43	14	14
HoiH23_PlH23_000590	9	18	27	10	12	11	28	16	34	20	32	12	9
HoiH23_PlH23_000592	1	3	10	2	7	5	6	4	12	4	9	3	5
HoiH23_orphan_2975	0	1	1	0	1	0	1	1	2	0	1	0	0
HoiH23_PlH23_000594	3	0	2	2	4	1	4	5	5	3	8	0	0
HoiH23_PlH23_000595	3	8	9	5	5	5	6	8	9	2	16	5	6
HoiH23_PlH23_000596	9	7	27	7	14	4	24	9	21	11	36	8	11
HoiH23_PlH23_000598	2	4	11	3	7	2	1	3	4	5	8	5	1
HoiH23_PlH23_000600	15	23	64	24	38	26	64	29	56	37	66	23	27
HoiH23_PlH23_000602	4	10	25	12	5	2	23	18	30	22	27	9	10
HoiH23_PlH23_000603	11	18	39	15	9	10	34	23	39	28	53	13	11
HoiH23_PlH23_000606	0	9	9	3	2	2	14	6	10	6	12	6	8
HoiH23_orphan_2976	0	1	0	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_000608	4	9	11	4	4	6	29	5	10	3	15	4	3
HoiH23_orphan_2977	0	4	2	2	2	1	1	3	1	0	3	1	1
HoiH23_PlH23_000611	3	10	24	4	14	6	25	15	22	9	20	10	12
HoiH23_PlH23_000612	0	0	1	0	0	1	1	0	0	0	0	0	0
HoiH23_PlH23_000613	0	0	7	0	1	0	22	8	1	0	0	3	0
HoiH23_orphan_2978	0	0	4	0	2	2	14	6	7	4	3	0	2
HoiH23_PlH23_000617	6	4	6	3	9	3	8	1	9	6	11	2	2
HoiH23_PlH23_000619	2	1	0	1	0	1	2	0	10	3	2	1	1
HoiH23_PlH23_000621	0	1	5	2	1	1	5	6	0	0	10	0	0
HoiH23_PlH23_000624	3	4	2	4	2	4	7	3	5	4	3	5	2
HoiH23_PlH23_000626	6	1	2	0	0	0	3	5	11	9	2	0	4
HoiH23_PlH23_000628	4	2	9	3	3	2	5	5	6	6	2	0	4
HoiH23_PlH23_000629	2	6	0	1	0	0	0	0	18	0	2	0	0
HoiH23_PlH23_000632	0	0	1	1	3	0	1	0	0	0	1	2	1
HoiH23_PlH23_000633	3	7	11	8	32	6	11	12	57	35	6	3	2
HoiH23_PlH23_000636	1	4	3	2	3	1	6	3	9	3	6	0	5
HoiH23_PlH23_000637	0	0	0	0	0	0	0	0	142	0	0	0	23
HoiH23_PlH23_000639	0	0	0	1	0	1	2	0	0	0	0	1	0
HoiH23_PlH23_000641	6	7	17	4	9	5	19	12	21	3	13	4	6
HoiH23_PlH23_000642	0	0	17	0	16	0	2	1	1	5	15	0	4
HoiH23_PlH23_000643	1	5	9	12	7	4	11	4	10	9	10	4	8
HoiH23_PlH23_000646	2	2	4	0	2	0	15	3	12	5	1	2	2
HoiH23_PlH23_000650	1	0	2	0	1	0	0	1	0	1	0	0	0
HoiH23_orphan_2980	0	0	0	0	0	0	0	0	1	1	0	0	0
HoiH23_PlH23_000651	0	2	3	2	2	1	3	2	32	44	2	0	1
HoiH23_PlH23_000652	0	0	0	0	2	0	0	0	1	2	0	0	0
HoiH23_PlH23_000653	1	0	0	0	2	0	0	4	6	11	2	0	2
HoiH23_PlH23_000654	7	19	9	1	8	7	95	6	18	33	23	4	4
HoiH23_PlH23_000657	7	7	27	6	10	4	19	9	10	7	18	13	10
HoiH23_PlH23_000659	0	0	1	0	0	0	0	0	1	0	0	0	0
HoiH23_PlH23_000660	1	1	7	0	1	0	3	3	1	0	4	2	5
HoiH23_PlH23_000661	0	2	9	3	0	0	7	4	2	4	5	3	0
HoiH23_PlH23_000663	0	6	1	4	6	1	9	8	6	4	7	1	1
HoiH23_PlH23_000664	0	0	0	0	0	1	0	1	2	1	0	0	0
HoiH23_PlH23_000667	0	0	0	1	2	0	3	0	1	0	1	0	1
HoiH23_PlH23_000669	3	4	2	0	2	2	4	2	5	2	3	0	1
HoiH23_PlH23_000671	1	3	17	1	0	0	15	6	5	9	3	4	1
HoiH23_PlH23_000678	2	9	6	2	4	2	8	6	9	8	10	3	4
HoiH23_PlH23_000680	2	3	9	3	8	0	9	3	7	9	7	1	1
HoiH23_PlH23_000681	7	2	1	0	1	1	0	2	1	0	1	0	2
HoiH23_orphan_2981	0	0	1	0	0	0	0	2	2	0	0	0	0
HoiH23_PlH23_000685	6	3	6	0	8	1	8	6	12	4	5	3	1
HoiH23_PlH23_000686	0	2	4	0	0	1	3	1	4	3	0	0	1
HoiH23_PlH23_000689	3	6	21	13	7	3	23	12	9	7	13	10	7
HoiH23_PlH23_000692	44	212	99	11	116	22	107	55	187	82	35	23	94
HoiH23_PlH23_000694	0	0	6	1	3	1	7	1	3	2	8	2	0
HoiH23_PlH23_000696	0	2	1	0	2	2	2	4	3	3	9	1	2
HoiH23_PlH23_000698	2	5	7	4	10	2	15	3	7	3	11	3	4
HoiH23_PlH23_000701	1	4	1	2	8	1	5	2	3	13	11	1	1
HoiH23_PlH23_000703	0	2	13	2	3	2	13	13	11	5	7	4	1
HoiH23_orphan_2982	0	0	0	0	0	0	1	0	0	2	0	0	0
HoiH23_PlH23_000705	0	0	2	0	2	1	3	1	4	1	3	1	0
HoiH23_orphan_2983	0	1	2	0	1	2	0	0	4	1	2	0	2
HoiH23_PlH23_000589	2	6	22	5	10	3	27	18	24	25	16	6	10
HoiH23_PlH23_000591	1	0	0	1	1	0	0	1	0	0	0	0	0
HoiH23_PlH23_000593	13	13	34	10	24	14	39	19	30	15	35	15	11
HoiH23_PlH23_000597	0	0	5	2	4	2	8	2	4	1	8	2	9
HoiH23_PlH23_000599	81	158	253	154	348	154	483	307	489	356	348	190	125
HoiH23_PlH23_000601	12	11	20	4	5	6	23	11	19	7	19	6	4
HoiH23_PlH23_000604	0	1	6	0	3	0	5	4	1	0	1	0	1
HoiH23_PlH23_000605	24	38	49	14	23	18	29	20	41	24	36	15	14
HoiH23_PlH23_000607	2	6	23	5	15	7	12	9	21	8	16	3	11
HoiH23_PlH23_000609	7	17	18	6	15	14	21	18	43	9	20	7	14
