peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_delta	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_omicron	peptidergic_other_1	peptidergic_other_2
Hhon_g08781.t1	8	11	10	1	2	9	15	5	29	6	5	2	9	3	1
Hhon_g08783.t1	5	22	4	0	4	2	16	7	66	0	9	4	10	7	0
Hhon_g08785.t1	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0
Hhon_g08787.t1	1	9	5	3	6	4	6	6	15	1	5	11	5	6	2
Hhon_g08789.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Hhon_g08791.t1	63	195	70	15	30	27	101	63	211	18	59	86	32	38	11
Hhon_orphan_1751	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Hhon_g08795.t1	1	3	1	0	2	0	4	0	6	0	0	1	1	0	0
Hhon_g08796.t1	0	6	5	0	2	0	7	3	44	1	1	0	2	4	0
Hhon_g08797.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Hhon_g08798.t1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0
Hhon_g08763.t1	0	0	0	0	1	0	0	1	1	0	1	1	0	4	0
Hhon_g08766.t1	3	11	4	2	4	3	11	2	7	0	3	7	1	1	1
Hhon_g08769.t1	3	16	3	1	1	1	7	4	26	0	6	3	5	2	0
Hhon_g08774.t1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0
Hhon_g08775.t1	1	3	1	0	2	0	2	0	4	0	0	2	0	1	1
Hhon_g08780.t1	1	1	0	1	1	0	2	0	4	0	5	4	0	1	0
Hhon_g08782.t1	1	3	0	0	0	0	2	4	7	0	1	0	1	0	2
Hhon_g08784.t1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
Hhon_g08786.t1	3	13	13	2	7	3	9	3	30	1	13	14	9	5	0
Hhon_g08788.t1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
Hhon_g08790.t1	1	6	1	1	1	0	3	0	0	2	2	1	0	1	0
Hhon_g08792.t1	1	7	0	0	2	0	1	1	1	0	0	1	1	0	1
Hhon_g08793.t1	0	7	1	0	1	0	1	2	7	0	1	5	0	1	1
Hhon_g08794.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Hhon_orphan_1757	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0
Hhon_orphan_1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hhon_orphan_1759	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Hhon_g08807.t1	0	0	0	0	0	1	64	30	0	0	0	0	0	1	0
Hhon_g08808.t1	0	1	0	0	2	0	1	0	1	0	0	0	2	2	1
Hhon_g08812.t1	0	1	1	0	0	0	2	0	3	1	1	0	0	0	0
Hhon_orphan_1760	0	0	0	0	0	0	6	0	0	0	1	0	4	0	0
Hhon_g08816.t1	0	3	0	0	3	0	6	11	13	0	1	0	7	0	0
Hhon_orphan_1761	0	0	0	3	1	0	6	1	35	0	3	0	4	0	1
Hhon_g08817.t1	0	0	0	0	0	0	4	1	1	0	0	1	3	0	0
Hhon_g08818.t1	1	8	4	0	3	0	2	0	18	1	2	4	0	0	0
Hhon_g08819.t1	1	1	1	0	2	1	1	0	1	0	0	0	0	1	0
Hhon_g08799.t1	0	2	0	0	0	0	2	0	10	0	3	0	0	4	1
Hhon_g08800.t1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
Hhon_g08801.t1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0
Hhon_g08802.t1	0	3	0	0	0	0	1	0	5	0	0	0	0	0	2
Hhon_g08803.t1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
Hhon_g08804.t1	0	2	1	0	0	0	0	0	1	0	0	0	10	0	0
Hhon_g08806.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Hhon_g08810.t1	6	4	8	1	1	3	34	2	36	19	17	2	34	29	7
Hhon_g08811.t1	6	22	10	1	1	4	14	3	39	5	5	6	5	10	1
Hhon_g08813.t1	5	10	1	0	1	1	4	2	7	2	1	2	1	0	2
Hhon_g08814.t1	7	36	8	2	7	1	5	2	20	2	8	5	2	0	3
Hhon_g08815.t1	0	0	1	0	5	4	184	0	47	1	4	0	144	0	0
Hhon_orphan_1762	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Hhon_orphan_1764	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Hhon_g08825.t1	0	0	4	1	0	1	2	1	6	1	3	2	1	4	0
Hhon_g08826.t1	0	6	3	2	4	4	10	6	21	1	10	6	1	4	1
Hhon_g08828.t1	2	0	0	0	0	0	1	0	3	0	0	0	1	0	0
Hhon_g08830.t1	6	38	29	8	8	10	36	9	64	8	19	23	16	13	5
Hhon_g08832.t1	46	69	0	0	0	0	12	1	16	0	1	3	0	0	0
Hhon_g08837.t1	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0
Hhon_g08839.t1	17	49	37	9	16	15	68	24	103	17	30	21	14	16	6
Hhon_g08843.t1	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0
Hhon_g08844.t1	2	8	0	2	2	4	2	1	13	1	7	8	1	3	0
Hhon_g08845.t1	1	4	3	1	2	0	5	1	8	1	8	2	2	2	0
Hhon_g08847.t1	1	22	14	4	6	5	16	9	38	3	19	22	4	11	4
Hhon_g08849.t1	0	25	26	4	13	15	41	8	48	5	15	7	7	3	2
Hhon_orphan_1767	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Hhon_g08851.t1	21	75	50	13	24	21	199	29	185	12	35	9	418	88	65
Hhon_g08822.t1	32	93	70	19	31	51	236	34	231	8	28	25	452	87	43
Hhon_g08823.t1	0	0	1	0	0	11	33	0	2	0	0	0	0	0	0
Hhon_g08824.t1	0	0	0	0	0	0	26	27	65	0	0	0	0	0	0
Hhon_g08827.t1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Hhon_g08831.t1	1	3	0	0	0	0	1	0	1	0	0	2	0	0	0
Hhon_g08833.t1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Hhon_g08835.t1	10	19	16	4	10	5	16	13	42	5	14	11	7	11	5
Hhon_g08836.t1	1	4	3	0	2	0	4	6	7	1	1	6	2	2	2
Hhon_g08838.t1	0	8	4	2	1	1	5	0	9	1	4	6	1	3	0
Hhon_g08840.t1	7	21	8	4	8	2	15	13	21	1	7	10	3	12	3
Hhon_g08841.t1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0
Hhon_g08842.t1	4	9	6	5	2	1	12	5	12	7	5	5	0	3	1
Hhon_orphan_1770	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Hhon_g08846.t1	9	21	5	1	6	5	20	6	33	3	11	33	4	11	1
Hhon_g08848.t1	4	16	5	2	0	4	11	8	22	3	10	3	5	3	1
Hhon_g08850.t1	0	4	0	0	3	0	1	0	4	0	0	1	0	1	0
Hhon_g08857.t1	0	13	24	5	7	6	19	0	2	8	12	12	13	9	3
Hhon_g08859.t1	0	3	0	1	0	0	1	1	0	0	3	0	0	0	0
Hhon_g08861.t1	2	1	3	0	0	0	4	0	4	3	9	3	2	2	3
Hhon_g08862.t1	1	7	14	4	5	10	16	11	39	3	7	8	11	5	3
Hhon_orphan_1772	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0
Hhon_g08866.t1	12	30	19	3	9	6	35	7	64	6	25	26	10	17	7
Hhon_g08870.t1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
Hhon_g08872.t1	6	15	1	0	1	1	8	3	10	0	2	5	1	0	1
Hhon_g08874.t1	0	2	0	1	2	4	6	2	7	2	1	2	0	0	1
Hhon_g08875.t1	0	3	2	1	3	0	4	1	8	1	1	1	1	4	0
Hhon_g08876.t1	0	0	0	0	0	0	3	0	1	0	2	2	0	0	0
Hhon_g08878.t1	1	1	2	0	6	1	0	0	6	0	1	5	0	0	1
Hhon_g08879.t1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0
Hhon_g08881.t1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g08853.t1	0	0	0	18	17	3	9	0	1	0	0	0	1	0	0
Hhon_g08854.t1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Hhon_g08855.t1	0	0	0	0	0	15	13	0	0	0	0	0	0	0	0
Hhon_g08856.t1	0	2	1	0	1	1	3	0	5	1	2	3	3	4	0
Hhon_g08858.t1	31	110	44	8	27	12	66	46	166	17	37	51	34	60	22
Hhon_g08860.t1	29	154	89	14	21	26	111	73	205	14	51	45	39	23	17
Hhon_g08863.t1	5	16	5	3	3	7	15	8	18	2	5	11	2	7	1
Hhon_g08864.t1	0	14	3	1	5	1	5	1	10	7	4	2	1	3	0
Hhon_g08865.t1	3	12	1	1	1	0	3	3	13	1	4	7	0	5	1
Hhon_g08867.t1	0	0	0	0	0	0	4	6	31	0	1	0	0	0	0
Hhon_g08868.t1	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
Hhon_g08869.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g08871.t1	1	1	0	0	0	0	1	0	1	0	0	4	0	0	0
Hhon_g08873.t1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Hhon_g08883.t1	9	11	0	0	1	0	7	8	28	0	1	1	1	3	0
Hhon_g08884.t1	8	27	19	1	9	9	38	8	37	6	14	18	7	7	1
Hhon_g08888.t1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Hhon_g08890.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Hhon_orphan_1773	0	0	1	0	0	0	6	15	11	0	0	20	1	5	10
Hhon_g08893.t1	12	12	4	1	1	2	13	8	34	2	10	12	5	5	3
Hhon_orphan_1775	0	1	1	1	0	1	1	0	2	0	1	0	0	0	0
Hhon_g08895.t1	1	1	0	0	1	0	1	15	5	2	1	0	0	0	0
Hhon_g08896.t1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Hhon_g08898.t1	0	2	1	0	0	1	2	0	0	0	2	0	0	1	0
Hhon_g08901.t1	10	10	8	1	2	1	3	9	17	5	13	13	2	1	1
Hhon_g08903.t1	1	12	3	2	2	5	10	4	14	0	6	7	1	7	2
Hhon_g08905.t1	3	1	3	0	1	1	10	2	4	1	5	6	3	5	0
Hhon_g08885.t1	0	3	1	0	0	1	3	0	0	2	2	1	0	0	0
Hhon_g08887.t1	1	0	0	1	0	0	0	0	0	0	0	2	3	182	49
Hhon_g08889.t1	3	16	10	3	2	7	14	13	44	4	10	21	3	7	4
Hhon_g08891.t1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Hhon_orphan_1778	0	0	5	1	2	0	0	2	5	1	0	4	0	3	3
Hhon_g08892.t1	116	55	0	0	0	0	15	32	90	0	2	0	0	0	0
Hhon_g08894.t1	1	14	0	5	9	2	3	1	11	0	3	3	1	5	1
Hhon_g08897.t1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
Hhon_g08899.t1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
Hhon_g08900.t1	3	8	3	3	3	1	5	4	14	3	2	3	4	3	2
Hhon_g08902.t1	2	11	2	0	2	2	4	1	3	1	3	5	0	3	0
Hhon_g08904.t1	9	25	14	9	11	8	15	12	37	3	7	10	3	3	6
Hhon_g08911.t1	0	0	1	0	0	28	48	0	0	0	0	0	0	7	0
Hhon_g08912.t1	0	0	0	0	0	0	2	0	1	0	2	1	0	0	0
Hhon_g08918.t1	0	0	1	0	1	3	0	0	3	0	0	1	0	0	0
Hhon_g08920.t1	0	6	3	2	1	3	2	0	3	1	2	3	1	0	3
Hhon_g08923.t1	5	20	14	3	8	4	16	4	25	4	16	24	7	7	6
Hhon_orphan_1781	0	6	3	1	2	1	5	1	6	1	2	3	0	2	0
Hhon_g08927.t1	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0
Hhon_orphan_1782	2	1	5	0	0	0	0	0	4	0	0	0	0	0	0
Hhon_g08928.t1	27	17	50	0	0	1	0	3	89	0	0	0	0	0	0
Hhon_g08929.t1	0	1	1	0	0	0	0	0	1	0	1	0	0	2	1
Hhon_g08931.t1	0	2	0	0	0	1	2	1	3	0	1	0	1	5	0
Hhon_g08933.t1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0
Hhon_orphan_1783	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Hhon_g08937.t1	0	0	0	0	1	1	2	0	4	1	0	1	1	0	0
Hhon_g08938.t1	0	1	0	0	0	0	1	0	4	1	0	0	0	1	0
Hhon_g08939.t1	2	1	0	0	0	0	1	1	1	0	0	0	0	2	0
Hhon_g08908.t1	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0
Hhon_g08909.t1	0	53	129	0	0	2	13	4	102	53	37	7	0	2	4
Hhon_g08910.t1	54	160	290	4	17	59	247	103	450	22	87	11	99	29	15
Hhon_g08913.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Hhon_g08915.t1	0	1	0	0	0	0	2	4	1	0	0	2	0	0	0
Hhon_g08916.t1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0
Hhon_g08919.t1	2	8	4	1	5	2	6	1	13	2	5	1	1	2	1
Hhon_g08921.t1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Hhon_g08922.t1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
Hhon_g08924.t1	5	14	11	0	5	4	10	5	19	1	1	8	4	2	2
Hhon_g08925.t1	1	4	2	0	2	0	9	0	12	3	2	5	0	2	2
Hhon_g08926.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_orphan_1784	0	0	5	0	0	0	1	1	35	0	1	0	0	1	0
Hhon_g08930.t1	1	0	2	0	0	0	1	0	5	0	1	0	0	2	4
Hhon_g08932.t1	2	0	1	1	1	0	1	0	7	1	1	1	0	1	2
Hhon_g08934.t1	0	3	4	1	1	0	2	2	4	2	1	2	0	4	0
Hhon_g08935.t1	0	2	0	1	0	0	3	3	1	0	1	3	0	0	0
Hhon_g08936.t1	1	0	0	0	1	0	0	2	1	0	1	1	1	1	0
Hhon_orphan_1785	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Hhon_orphan_1787	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Hhon_g08949.t1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
Hhon_g08950.t1	0	7	5	2	5	7	24	2	18	5	6	2	6	1	0
Hhon_g08952.t1	17	37	14	6	6	4	25	14	42	7	11	5	5	8	7
Hhon_g08954.t1	8	29	30	1	11	8	28	16	52	5	16	32	8	8	3
Hhon_g08955.t1	0	0	0	0	0	2	12	0	105	97	102	0	7	0	0
Hhon_g08958.t1	6	25	14	3	3	5	30	21	62	4	15	25	9	13	4
Hhon_g08960.t1	1	0	1	2	1	1	1	1	4	0	0	1	0	0	0
Hhon_g08962.t1	2	5	7	0	5	1	5	7	14	2	5	4	1	4	0
Hhon_g08963.t1	0	2	0	0	0	0	0	1	4	0	0	0	0	0	0
Hhon_g08965.t1	3	6	2	2	2	2	2	1	7	3	3	2	3	1	1
Hhon_g08967.t1	0	1	1	0	1	0	1	1	2	0	0	2	0	1	0
Hhon_g08969.t1	0	0	1	0	0	0	3	0	2	0	1	0	0	0	0
Hhon_g08970.t1	0	0	12	3	1	2	7	2	7	0	1	2	9	3	1
Hhon_g08972.t1	2	22	0	0	0	0	1	0	0	0	0	13	0	0	1
Hhon_g08975.t1	1	10	4	0	1	1	7	3	6	0	8	9	0	3	1
Hhon_g08977.t1	0	1	3	0	0	0	0	0	2	1	0	1	0	1	0
Hhon_g08944.t1	0	1	0	0	0	0	0	0	2	1	2	3	0	0	1
Hhon_g08945.t1	2	0	1	0	0	0	1	1	0	0	2	0	1	1	0
Hhon_g08946.t1	3	5	2	0	2	1	11	5	11	1	0	2	3	1	0
Hhon_g08951.t1	0	3	0	0	0	0	2	0	3	1	1	5	0	1	0
Hhon_g08953.t1	1	2	1	1	2	0	3	3	5	0	0	1	0	0	0
Hhon_g08956.t1	0	0	0	0	0	0	0	0	3	0	1	1	3	0	0
Hhon_g08957.t1	2	5	9	0	3	2	16	4	27	5	16	6	6	4	2
Hhon_g08959.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g08961.t1	62	150	48	5	5	12	28	27	114	7	23	9	11	9	4
Hhon_g08964.t1	0	2	3	0	0	2	3	0	7	1	3	1	1	2	0
Hhon_g08966.t1	9	19	9	1	9	5	17	15	41	10	7	9	4	12	2
Hhon_g08968.t1	0	3	0	0	0	3	2	2	4	3	1	4	2	0	1
Hhon_g08971.t1	40	111	5	6	29	19	67	2	42	1	11	129	13	2	10
Hhon_g08973.t1	0	2	0	0	1	0	0	2	6	0	2	1	1	0	0
Hhon_g08974.t1	0	4	0	1	0	1	0	1	2	0	2	0	1	0	0
Hhon_g08976.t1	2	2	0	0	0	0	2	2	3	0	0	2	1	4	0
Hhon_orphan_1789	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Hhon_g08978.t1	0	8	2	0	0	1	1	3	4	1	1	4	1	2	1
Hhon_orphan_1790	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Hhon_g08981.t1	2	12	14	3	3	6	14	9	38	5	9	6	8	8	3
Hhon_orphan_1791	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Hhon_g08986.t1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Hhon_g08988.t1	5	9	4	5	1	4	6	2	13	0	4	1	4	2	0
Hhon_g08990.t1	0	1	1	0	0	0	1	0	2	1	0	1	0	0	0
Hhon_g08991.t1	1	0	3	0	0	0	2	1	1	0	3	0	0	2	0
Hhon_g08992.t1	1	2	1	0	1	0	1	1	0	0	0	4	0	0	0
Hhon_g08995.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Hhon_orphan_1792	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Hhon_orphan_1793	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0
Hhon_g08998.t1	0	6	0	0	0	1	1	1	5	0	0	0	0	0	0
Hhon_g08999.t1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Hhon_g09001.t1	0	6	2	0	3	0	4	0	7	0	3	0	1	4	0
Hhon_g09007.t1	18	43	38	10	13	11	34	27	80	10	22	14	8	11	2
Hhon_g09009.t1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
Hhon_g09017.t1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
Hhon_g09018.t1	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0
Hhon_g08979.t1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Hhon_g08980.t1	2	1	0	0	0	1	0	0	7	0	0	0	0	0	1
Hhon_g08983.t1	0	2	0	0	0	0	1	1	1	2	1	1	1	1	0
Hhon_g08984.t1	6	59	123	25	41	33	114	22	69	46	62	31	17	11	3
Hhon_g08989.t1	14	43	25	11	12	7	47	35	73	5	32	39	9	17	10
Hhon_g08993.t1	0	0	0	0	0	0	0	0	5	0	4	10	3	0	0
Hhon_g08994.t1	20	31	15	4	2	3	17	5	20	1	9	23	12	11	0
Hhon_g08996.t1	0	3	7	1	6	2	5	8	8	1	3	2	2	0	0
Hhon_g08997.t1	0	13	28	2	13	18	29	33	51	1	6	7	11	2	3
Hhon_g09000.t1	1	7	3	0	1	1	6	2	6	1	2	4	3	3	2
Hhon_g09004.t1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0
Hhon_g09005.t1	5	2	12	0	0	2	5	2	19	0	4	1	1	4	1
Hhon_g09010.t1	1	9	2	1	0	0	4	3	16	0	2	2	4	4	0
Hhon_g09011.t1	0	1	1	2	4	1	42	11	20	0	3	1	0	0	1
Hhon_g09012.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Hhon_g09013.t1	2	9	0	0	1	0	1	0	9	1	3	5	0	0	0
Hhon_g09014.t1	0	1	0	0	0	2	1	1	3	1	2	2	2	1	1
Hhon_g09015.t1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0
Hhon_g09016.t1	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0
Hhon_g09020.t1	8	12	10	1	7	7	13	5	21	0	9	14	5	4	1
Hhon_orphan_1796	0	1	1	0	0	0	4	1	8	0	0	1	0	0	0
Hhon_orphan_1797	0	1	0	3	30	78	36	0	1	0	1	2	2	0	0
Hhon_orphan_1798	0	0	0	4	18	10	58	7	0	0	3	7	0	0	0
Hhon_g09022.t1	0	0	5	16	59	77	131	7	0	0	4	23	0	0	0
Hhon_orphan_1799	4	9	7	0	1	2	7	2	9	2	1	0	2	3	4
Hhon_g09024.t1	10	24	6	9	10	2	13	0	25	1	0	0	7	2	2
Hhon_g09026.t1	5	4	4	1	0	0	4	1	1	0	1	2	0	1	0
Hhon_g09027.t1	5	22	10	4	0	4	10	6	20	2	7	12	1	3	3
Hhon_g09028.t1	2	4	6	1	1	0	11	6	14	2	5	6	8	2	2
Hhon_g09029.t1	0	2	0	0	0	0	4	0	2	0	0	0	0	0	0
Hhon_g09031.t1	2	1	0	0	1	0	0	0	4	0	0	0	0	4	0
Hhon_g09033.t1	0	3	1	1	0	2	5	4	14	0	3	6	1	4	1
Hhon_orphan_1800	0	0	1	0	0	0	6	2	0	0	0	0	0	0	0
Hhon_g09035.t1	0	0	1	1	1	0	1	2	3	0	0	0	0	0	0
Hhon_g09036.t1	0	1	2	0	1	0	4	1	8	0	2	1	2	1	0
Hhon_g09037.t1	0	3	3	0	0	0	5	0	5	3	1	1	0	1	0
Hhon_g09019.t1	1	1	2	0	0	0	2	2	0	0	1	0	0	0	0
Hhon_g09021.t1	4	5	18	0	1	3	6	17	13	0	3	12	2	0	0
Hhon_orphan_1801	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0
Hhon_orphan_1802	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Hhon_orphan_1803	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Hhon_g09023.t1	21	17	9	0	6	10	14	7	41	0	4	2	0	6	4
Hhon_g09025.t1	6	22	1	0	2	2	8	4	9	0	1	4	1	2	0
Hhon_g09030.t1	5	1	1	1	2	0	7	4	10	1	3	6	0	3	0
Hhon_g09032.t1	2	10	1	4	0	1	6	1	9	2	7	5	3	4	3
Hhon_g09038.t1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Hhon_orphan_1804	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
Hhon_g09044.t1	0	6	11	0	4	8	5	7	14	1	3	3	3	0	0
Hhon_g09046.t1	1	2	3	0	0	0	6	3	7	0	0	4	0	4	3
Hhon_g09047.t1	0	3	0	0	0	0	3	0	3	0	1	1	1	0	0
Hhon_g09051.t1	2	9	1	2	1	1	5	2	11	1	1	5	1	2	3
Hhon_g09053.t1	1	6	10	2	5	2	18	3	25	2	7	11	2	7	5
Hhon_orphan_1805	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g09057.t1	98	85	8	2	3	7	18	5	12	2	4	1	4	2	0
Hhon_g09059.t1	2	10	5	1	0	1	4	1	7	0	1	1	0	2	1
Hhon_g09060.t1	38	96	9	8	20	15	34	19	20	2	2	1	18	19	13
Hhon_g09061.t1	1	0	0	0	0	0	2	1	0	0	1	0	1	0	0
Hhon_g09065.t1	14	34	23	8	9	4	20	11	49	8	15	24	6	15	0
Hhon_g09070.t1	7	43	12	1	13	10	21	12	63	6	26	60	5	14	5
Hhon_g09041.t1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0
Hhon_g09042.t1	0	2	2	0	1	0	2	0	5	1	1	3	2	0	0
Hhon_g09045.t1	0	1	1	0	4	1	0	1	1	0	0	3	2	1	3
Hhon_g09048.t1	0	0	1	0	1	1	0	0	3	1	0	3	0	0	1
Hhon_g09049.t1	1	8	0	0	0	0	2	1	3	0	3	4	0	2	0
Hhon_g09050.t1	20	66	31	9	22	12	41	15	76	12	38	43	16	20	4
Hhon_g09052.t1	4	6	0	1	0	1	1	2	6	1	1	1	1	1	0
Hhon_g09054.t1	0	4	19	6	12	6	5	1	18	0	4	2	0	2	0
Hhon_g09055.t1	4	27	1	1	0	1	3	2	3	0	2	3	3	3	0
Hhon_g09058.t1	0	6	0	1	2	0	6	1	9	3	4	0	1	0	0
Hhon_orphan_1806	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Hhon_g09063.t1	1	6	4	0	1	0	1	1	6	1	4	1	1	9	1
Hhon_g09064.t1	2	4	3	0	1	4	6	9	14	5	5	7	2	0	2
Hhon_g09066.t1	0	3	2	1	2	2	4	3	3	0	0	0	3	0	1
Hhon_g09067.t1	0	2	2	0	2	1	4	1	4	1	3	0	1	0	0
Hhon_g09068.t1	0	0	0	2	0	0	2	0	2	0	1	1	0	0	0
Hhon_g09069.t1	2	6	0	0	1	1	2	3	1	0	1	6	0	0	0
Hhon_g09071.t1	3	8	8	1	1	4	10	3	17	1	4	3	0	11	4
Hhon_g09073.t1	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0
Hhon_g09074.t1	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0
Hhon_g09075.t1	0	0	0	0	0	1	2	2	2	0	1	0	0	0	0
Hhon_g09079.t1	1	1	0	0	0	0	1	3	3	0	0	1	0	1	0
Hhon_g09080.t1	32	86	43	13	16	23	65	33	143	33	55	69	27	13	3
Hhon_g09084.t1	1	15	11	4	9	8	14	6	31	2	13	1	6	5	0
Hhon_g09087.t1	1	6	2	2	1	1	4	2	8	2	2	2	0	2	1
Hhon_g09089.t1	10	15	8	1	3	3	14	7	31	3	9	6	5	7	3
Hhon_g09090.t1	4	3	2	3	2	2	4	2	10	1	3	1	1	4	1
Hhon_g09091.t1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Hhon_g09092.t1	12	29	32	9	7	11	34	15	91	12	27	20	16	43	7
Hhon_g09094.t1	0	1	0	0	0	2	1	0	0	0	2	2	0	0	0
Hhon_g09095.t1	1	1	4	0	0	0	4	3	2	0	0	0	0	8	1
Hhon_g09096.t1	0	4	0	2	1	0	0	1	3	3	2	2	1	2	0
Hhon_g09098.t1	3	17	16	0	5	9	15	12	18	2	4	10	7	7	1
Hhon_g09085.t1	0	0	1	0	0	0	3	0	6	0	0	0	2	0	0
Hhon_g09086.t1	3	1	4	0	1	2	3	0	8	2	1	2	0	3	2
Hhon_g09088.t1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
Hhon_g09093.t1	2	6	2	0	0	3	7	2	11	1	1	0	2	5	0
Hhon_orphan_1811	0	2	0	0	0	0	2	0	0	2	1	0	0	1	0
Hhon_g09097.t1	1	4	1	0	1	0	4	1	4	1	0	0	0	1	0
Hhon_g09100.t1	0	2	0	0	0	0	3	0	4	0	0	0	3	0	0
Hhon_orphan_1812	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Hhon_g09101.t1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Hhon_orphan_1813	9	34	7	6	5	6	22	3	35	5	17	12	13	10	3
Hhon_g09105.t1	5	34	12	3	5	2	30	16	37	4	15	1	6	18	5
Hhon_g09107.t1	0	3	2	0	1	3	3	0	2	0	2	2	0	2	1
Hhon_g09109.t1	4	15	17	3	6	5	7	7	27	9	7	10	5	5	2
Hhon_g09110.t1	10	11	1	0	0	2	5	4	19	3	10	11	3	5	2
Hhon_orphan_1814	0	3	7	1	1	0	5	3	11	2	4	3	2	1	0
