lipophil_1	trans_lipophil_1_fibre	trans_lipophil_1_gland	trans_lipophil_1_epithelia	trans_lipophil_1_lipophil_2	lipophil_2	trans_lipophil_2_epithelia	trans_lipophil_2_gland	unknown_1	fibre_1	fibre_2	trans_fibre_gland	gland_1	trans_gland_epithelia_ventral	trans_gland_epithelia_dorsal	epithelia_gland_like	epithelia_ventral	epithelia_unknown	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_epsilon	peptidergic_zeta	peptidergic_zeta_like	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_nu
HoiH23_orphan_1416	80	2	11	0	1	27	19	5	9	21	9	3	202	11	5	62	117	46	119	4	4	7	0	2	1	2	14	11	1	9	5	8	2	3	1
HoiH23_orphan_1417	1661	37	231	43	67	475	516	70	350	672	241	76	4175	141	78	1509	2765	1350	3109	110	159	175	86	85	79	126	421	193	117	204	148	188	125	93	29
HoiH23_PlH23_007133	114	6	13	10	7	36	28	3	17	51	14	4	320	21	1	84	159	61	148	9	10	11	3	7	6	7	22	13	11	9	11	10	4	9	0
HoiH23_PlH23_007134	313	13	44	12	11	100	100	13	65	105	45	17	813	36	21	316	539	306	628	15	33	33	16	18	15	21	96	35	26	49	26	36	26	25	14
HoiH23_orphan_1418	12	1	1	1	0	4	3	0	4	5	0	2	44	1	0	12	26	9	22	1	1	1	0	0	1	1	6	5	0	3	1	2	1	1	0
HoiH23_orphan_1419	3	0	0	0	0	1	4	0	1	2	0	0	7	1	0	5	3	5	7	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0
HoiH23_orphan_1420	202	7	26	8	5	74	87	11	44	85	35	6	604	19	8	216	394	165	432	16	19	19	11	10	10	22	67	30	14	44	24	28	14	17	3
HoiH23_PlH23_007138	544	10	67	19	24	191	198	18	134	199	84	20	1482	40	22	635	939	486	1211	46	54	57	33	25	39	50	187	71	51	77	52	62	44	29	22
HoiH23_PlH23_007140	114	3	17	7	6	40	26	6	27	52	19	8	313	16	4	106	206	97	219	5	10	22	3	3	7	8	22	16	14	19	13	10	8	10	3
HoiH23_orphan_1421	10	1	2	2	1	0	3	0	2	8	0	0	29	1	0	12	16	7	14	0	0	1	0	0	0	1	1	2	1	0	0	1	1	0	0
HoiH23_PlH23_007028	30	1	3	0	0	9	6	0	4	6	2	1	79	2	1	29	49	20	43	1	0	1	1	1	4	0	12	2	4	5	0	3	8	1	1
HoiH23_PlH23_007031	69	6	9	0	1	25	27	0	10	33	13	4	158	13	1	50	101	42	86	5	8	5	1	4	5	7	13	4	3	5	8	4	3	1	1
HoiH23_PlH23_007032	365	4	71	4	4	81	150	27	80	151	55	10	976	9	3	294	600	250	718	18	29	27	7	14	17	24	92	27	19	37	44	48	22	35	1
HoiH23_PlH23_007035	4539	54	756	128	97	1424	1617	126	937	1920	678	227	11643	518	262	5085	8285	3661	9119	208	457	386	180	313	344	358	1522	656	321	749	414	636	288	266	122
HoiH23_PlH23_007037	50	3	8	1	2	18	22	0	18	22	6	2	157	2	3	51	79	54	107	6	4	7	3	0	0	5	11	6	6	5	4	3	2	2	0
HoiH23_PlH23_007039	57	0	5	1	3	12	9	1	12	16	4	2	132	2	1	60	78	41	121	2	9	7	0	1	4	6	11	8	3	9	4	7	3	3	1
HoiH23_PlH23_007040	42	0	6	2	0	17	15	0	13	13	9	1	135	3	5	69	101	39	124	5	2	5	0	4	1	5	15	4	5	11	4	8	4	2	1
HoiH23_PlH23_007042	141	1	25	0	1	39	60	2	25	55	20	8	354	5	3	144	271	133	298	9	10	13	6	9	10	7	42	19	9	24	20	13	18	14	1
HoiH23_PlH23_007044	14	0	3	0	2	7	6	0	6	6	3	3	55	3	2	27	29	15	41	4	2	1	1	1	1	0	9	2	1	2	0	0	0	0	1
HoiH23_PlH23_007045	51	1	6	3	0	14	16	4	11	16	4	4	124	4	1	58	110	46	94	4	3	3	1	5	3	1	16	7	6	7	1	5	5	5	0
HoiH23_PlH23_007029	144	4	21	8	8	41	60	9	26	67	17	10	351	19	11	133	226	86	247	3	10	11	3	6	8	6	35	9	10	28	22	7	4	6	3
HoiH23_PlH23_007030	96	4	13	2	8	30	30	2	19	34	9	3	245	7	5	110	152	83	177	2	9	10	7	4	7	4	21	11	4	12	12	11	10	7	7
HoiH23_PlH23_007033	179	2	24	7	6	55	43	6	38	72	18	7	454	20	9	166	298	121	307	9	21	14	4	6	7	9	33	16	16	22	20	11	14	11	4
HoiH23_PlH23_007034	183	4	18	5	5	56	75	3	54	55	30	3	480	6	4	173	349	174	411	12	16	31	14	9	9	18	62	25	18	17	15	30	14	11	4
HoiH23_PlH23_007036	41	1	6	0	0	15	7	1	10	21	4	2	132	5	3	47	86	19	71	2	7	4	4	0	3	4	17	4	2	8	6	5	3	3	1
HoiH23_PlH23_007038	30	0	4	2	3	10	11	0	10	11	2	2	85	2	0	30	56	32	55	4	3	2	2	2	5	2	11	5	2	4	0	3	3	1	0
HoiH23_PlH23_007041	7	0	2	1	1	3	4	1	0	7	1	0	26	2	0	10	18	2	18	1	0	2	0	2	1	0	3	1	0	1	0	2	2	0	0
HoiH23_PlH23_007043	18	2	2	0	1	1	4	1	4	8	3	5	48	1	0	28	20	22	40	2	2	1	0	0	1	0	3	3	1	1	1	2	1	0	2
HoiH23_PlH23_007046	96	3	10	2	4	45	24	4	27	29	18	3	244	8	4	107	161	100	215	9	18	8	6	7	4	11	33	14	15	14	8	19	8	7	4
HoiH23_PlH23_007047	123	1	21	4	4	36	39	4	29	52	15	7	295	12	8	147	230	84	275	2	24	11	7	10	7	8	32	18	13	13	9	16	7	3	4
HoiH23_orphan_1422	4	0	0	0	0	0	0	0	1	1	2	0	6	0	0	3	5	3	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
HoiH23_PlH23_009221	133	6	24	3	6	53	37	2	35	45	14	6	323	7	6	109	201	91	208	8	19	13	4	3	11	7	29	10	10	17	16	20	18	3	5
HoiH23_PlH23_009223	33	2	4	1	5	6	15	4	14	16	5	1	92	6	4	33	59	25	57	3	2	3	1	1	1	1	11	6	1	6	1	3	5	0	3
HoiH23_orphan_1423	1	0	0	1	0	1	0	0	0	0	0	0	5	1	0	1	2	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0
HoiH23_PlH23_009224	26	0	0	0	0	5	6	0	7	5	5	0	68	3	1	33	50	25	48	0	4	1	1	3	0	2	9	9	1	1	3	2	2	0	1
HoiH23_PlH23_009225	89	0	5	3	5	32	37	4	21	26	26	4	231	13	5	89	151	78	172	5	9	13	5	1	2	9	38	8	7	16	8	17	8	3	2
HoiH23_PlH23_009227	59	1	8	2	2	33	18	3	11	26	7	3	135	6	3	49	114	56	113	3	10	8	1	1	5	3	12	10	7	4	6	5	7	7	2
HoiH23_PlH23_009229	4	0	0	0	0	2	0	0	1	0	1	0	17	0	0	3	14	3	9	0	0	0	0	0	0	0	4	2	2	2	1	0	0	0	0
HoiH23_PlH23_009231	44	0	6	4	2	7	22	4	10	17	3	2	106	4	3	40	89	32	85	7	5	4	5	3	3	1	17	7	1	6	4	6	2	0	0
HoiH23_PlH23_009232	86	6	17	2	6	21	24	6	10	41	7	9	218	5	0	58	127	43	97	8	7	5	2	5	4	5	17	9	5	2	9	9	4	5	0
HoiH23_orphan_1424	7	0	2	0	0	1	2	0	1	3	0	0	14	1	0	4	18	4	11	0	0	1	0	1	0	1	0	6	0	3	0	2	2	1	1
HoiH23_PlH23_009222	105	2	12	7	4	23	35	4	20	40	16	3	278	14	3	111	174	70	184	7	10	11	7	3	8	8	25	11	9	21	7	12	12	8	2
HoiH23_PlH23_009226	20	0	3	0	1	6	8	2	7	14	2	1	57	2	1	20	43	15	44	2	5	3	0	2	2	2	5	2	2	4	1	2	1	2	0
HoiH23_orphan_1425	5	0	0	0	0	1	0	0	0	2	0	0	10	2	0	5	7	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_009228	2	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0	4	0	7	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0
HoiH23_PlH23_009230	103	3	14	1	3	29	29	6	17	22	17	8	218	8	2	91	166	69	170	3	11	13	4	4	7	7	21	10	6	9	10	12	8	9	2
HoiH23_PlH23_009233	49	3	10	3	4	15	10	3	8	41	9	6	123	10	2	41	103	37	93	1	8	4	3	2	3	2	11	5	6	6	3	4	5	8	0
HoiH23_PlH23_009234	95	3	7	0	1	21	20	7	17	26	6	1	203	10	4	64	147	69	145	1	7	6	2	4	3	8	23	11	8	9	6	6	9	6	0
HoiH23_orphan_1426	49	2	10	0	1	19	13	0	11	34	7	4	153	2	0	63	106	42	110	4	3	3	4	9	4	7	15	1	3	3	6	5	3	5	2
HoiH23_PlH23_007463	417	10	58	11	13	94	119	21	60	188	57	29	1082	36	16	345	668	299	721	21	40	32	15	24	19	29	99	46	28	50	37	38	23	18	13
HoiH23_PlH23_007465	267	0	37	5	8	119	91	8	57	66	52	1	647	23	18	285	499	243	625	15	26	33	21	16	27	23	94	26	20	60	35	38	20	10	14
HoiH23_orphan_1427	8	0	2	0	0	4	5	0	2	8	0	1	25	1	0	9	17	4	21	0	0	2	1	0	0	0	0	0	1	1	2	0	1	1	0
HoiH23_PlH23_007468	150	2	24	11	6	53	50	6	31	69	20	6	447	13	3	169	279	98	296	11	15	15	9	13	10	17	35	14	10	22	24	9	13	6	4
HoiH23_PlH23_007469	117	4	17	2	6	30	40	4	30	41	15	2	301	15	2	118	208	93	232	9	11	18	5	5	7	6	34	15	11	16	9	15	12	9	3
HoiH23_PlH23_007471	104	0	18	3	3	27	35	4	15	44	14	6	225	12	2	82	148	80	171	7	10	12	2	2	3	9	24	15	5	14	5	14	7	6	3
HoiH23_PlH23_007474	23	0	3	0	3	7	6	0	9	11	3	2	78	1	4	17	65	24	52	1	5	4	2	1	0	1	9	1	2	3	4	4	5	3	0
HoiH23_PlH23_007476	131	4	18	3	10	28	31	4	27	57	15	14	354	13	2	85	215	71	197	11	4	13	11	4	9	10	21	11	11	13	5	10	12	11	2
HoiH23_PlH23_007478	198	5	30	3	7	74	68	7	57	83	30	11	567	17	18	220	369	176	425	15	22	18	12	10	14	22	63	25	21	33	24	23	16	12	8
HoiH23_PlH23_007479	130	3	36	5	5	30	32	6	16	64	12	9	344	14	4	77	172	61	154	9	16	11	5	4	5	2	20	5	11	5	7	3	13	10	0
HoiH23_PlH23_007480	35	0	2	4	1	14	11	0	5	9	8	2	100	3	1	34	77	43	78	3	1	2	4	4	4	1	11	4	2	5	4	4	0	2	2
HoiH23_PlH23_007462	53	1	8	2	3	21	13	2	13	15	9	6	148	5	2	51	89	63	89	2	6	2	6	4	5	6	19	17	6	9	6	9	2	5	3
HoiH23_PlH23_007464	132	3	14	5	5	54	48	4	30	51	10	4	353	12	6	146	238	125	259	6	7	15	9	4	10	10	41	16	16	22	13	19	9	10	5
HoiH23_PlH23_007466	135	5	27	6	3	37	38	4	24	51	24	7	354	9	9	131	212	114	259	9	17	15	5	7	4	13	28	16	10	17	9	16	14	11	3
HoiH23_PlH23_007467	107	2	24	1	4	26	23	3	23	36	18	8	233	12	3	66	149	72	171	8	6	5	6	1	7	9	23	12	7	17	9	5	6	7	2
HoiH23_PlH23_007470	64	2	4	2	7	27	17	1	12	40	11	4	207	4	6	60	143	58	129	5	6	6	4	1	6	6	18	9	9	5	6	11	3	4	0
HoiH23_PlH23_007472	22	0	0	0	1	4	7	1	3	9	6	3	55	2	1	19	43	22	36	0	8	5	0	2	0	0	6	5	1	5	1	2	3	6	2
HoiH23_PlH23_007473	30	2	4	1	3	2	6	1	3	11	4	5	66	2	0	11	27	12	15	3	5	4	0	0	0	0	4	0	0	2	1	2	0	0	3
HoiH23_PlH23_007475	300	18	51	11	14	68	79	17	42	140	36	19	720	31	4	214	460	204	433	20	29	19	15	13	9	10	63	22	15	27	19	28	20	14	2
HoiH23_orphan_1428	36	1	2	6	2	11	9	3	5	22	9	3	86	5	0	26	56	34	47	2	3	4	3	1	2	2	11	3	0	2	3	1	1	1	1
HoiH23_PlH23_007477	285	9	29	14	13	93	95	5	79	98	53	10	814	31	12	324	544	253	678	24	43	38	10	18	23	21	92	39	28	41	32	36	29	19	10
HoiH23_PlH23_008265	165	1	0	0	85	20	0	0	234	11	0	0	498	2	0	261	245	302	541	0	1	1	0	1	1	62	45	8	1	1	2	0	1	0	0
HoiH23_PlH23_008271	40	0	3	1	0	9	22	1	11	19	9	1	123	4	1	51	90	43	76	1	7	5	2	1	1	1	13	7	2	5	2	9	4	4	3
HoiH23_orphan_1429	6	0	0	0	0	2	3	0	0	3	0	1	18	0	1	12	12	7	15	4	0	2	0	2	0	0	2	2	0	2	1	0	3	0	0
HoiH23_PlH23_008276	25	1	1	3	1	14	8	2	3	3	3	0	41	3	0	26	31	17	40	1	2	3	0	0	0	4	6	0	1	3	0	5	1	0	0
HoiH23_PlH23_008277	18	0	1	1	1	10	6	1	2	0	2	0	36	3	0	13	16	12	30	0	0	1	1	2	2	2	7	0	1	4	0	3	1	0	2
HoiH23_PlH23_008266	30	4	6	0	0	13	13	2	7	18	6	0	122	8	0	26	78	34	100	4	2	6	2	4	3	5	9	4	3	4	2	1	1	1	0
HoiH23_PlH23_008267	473	12	62	19	12	187	165	14	108	191	64	27	1319	35	31	548	1006	413	1052	34	69	55	30	16	28	35	147	57	28	74	74	70	37	28	26
HoiH23_PlH23_008268	65	1	13	3	2	18	27	3	14	23	12	3	165	10	8	46	87	53	107	3	5	7	3	3	6	6	14	8	8	6	2	7	4	5	1
HoiH23_PlH23_008269	70	2	7	5	3	18	26	3	15	40	8	6	228	12	6	59	177	35	127	3	4	6	5	4	1	6	14	2	6	7	9	3	9	2	3
HoiH23_PlH23_008270	26	2	6	3	0	9	16	2	6	19	6	3	97	3	1	26	33	19	49	3	2	7	3	2	3	4	7	5	2	2	4	0	1	0	2
HoiH23_PlH23_008272	4	0	2	0	1	3	2	0	1	7	0	2	34	0	0	14	21	10	31	2	2	1	0	4	0	0	4	1	0	1	2	1	3	1	0
HoiH23_orphan_1430	1	0	3	0	0	2	0	0	2	1	1	0	7	0	0	1	4	3	5	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
HoiH23_PlH23_008273	35	2	4	2	2	14	13	1	11	12	9	0	81	4	1	38	62	37	72	3	5	6	1	2	3	3	7	5	7	9	3	9	5	0	1
HoiH23_PlH23_008274	37	1	5	0	2	9	9	1	9	11	8	4	110	6	2	39	62	49	73	3	6	2	4	4	8	4	11	4	1	7	3	4	4	2	0
HoiH23_PlH23_008275	359	6	39	16	17	97	100	6	96	100	57	14	860	21	14	344	595	316	634	30	39	31	18	16	11	22	85	33	26	48	34	34	29	18	7
HoiH23_orphan_1431	11	1	0	0	1	0	1	0	0	5	1	1	17	1	0	6	8	5	8	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0
HoiH23_PlH23_008641	76	3	9	4	3	23	25	2	13	29	7	0	222	10	4	60	126	66	144	2	5	9	2	5	4	4	18	5	3	13	10	6	12	3	1
HoiH23_PlH23_008642	25	2	3	1	0	8	6	0	5	14	2	2	65	3	1	32	48	19	39	0	2	0	0	1	3	2	7	3	0	5	1	0	4	6	0
HoiH23_PlH23_008643	144	3	33	3	10	47	39	3	34	65	24	8	390	16	9	158	244	121	279	7	11	14	8	5	11	8	45	18	6	26	14	9	8	11	5
HoiH23_PlH23_008645	15	0	0	0	0	5	6	1	1	8	6	1	38	1	1	14	24	14	31	2	2	0	0	2	0	0	3	3	1	1	1	0	1	2	0
HoiH23_PlH23_008646	46	0	7	2	0	9	12	0	10	9	5	4	107	3	3	28	49	22	46	0	5	1	2	1	1	2	15	4	2	4	0	4	4	2	1
HoiH23_PlH23_008648	6	0	1	1	0	7	0	0	4	6	5	0	26	0	0	4	20	7	13	3	0	0	0	0	0	1	2	0	0	1	2	0	0	0	0
HoiH23_PlH23_008640	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HoiH23_orphan_1432	6	0	0	0	0	0	0	0	0	1	0	0	7	0	0	2	7	0	3	0	0	3	0	1	2	0	1	0	0	0	0	1	0	0	0
HoiH23_PlH23_008644	33	2	1	0	3	14	8	0	3	6	5	1	103	2	1	33	60	21	78	2	5	3	3	2	4	3	9	2	1	4	10	5	4	1	1
HoiH23_PlH23_008647	77	4	5	4	1	15	13	0	17	27	8	3	162	6	2	47	114	35	101	2	9	4	2	5	0	2	18	8	3	3	4	3	3	8	1
HoiH23_PlH23_008649	53	2	5	1	0	6	7	3	6	14	7	2	112	2	1	35	43	30	70	1	3	3	1	4	0	4	8	5	1	5	7	3	1	1	2
HoiH23_orphan_1433	0	0	0	1	0	1	0	0	0	1	0	0	3	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_006265	157	2	28	3	12	55	72	10	53	88	28	9	501	21	5	197	358	177	338	11	12	24	7	9	6	24	48	28	15	21	23	30	11	20	5
HoiH23_orphan_1434	1	0	0	1	0	1	2	0	1	4	0	0	3	0	0	0	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_orphan_1435	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_orphan_1436	2	0	0	0	0	2	3	0	0	0	0	0	1	0	0	1	3	3	6	4	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
HoiH23_PlH23_006273	18	0	0	0	0	6	7	0	2	4	2	0	24	2	0	12	13	6	37	1	1	3	2	1	0	1	4	1	2	7	1	0	2	0	1
HoiH23_PlH23_006274	201	6	32	4	1	59	60	7	60	69	28	10	513	21	10	185	355	149	347	14	15	18	12	7	14	15	57	19	12	19	21	19	21	17	4
HoiH23_PlH23_006275	177	5	36	3	10	39	29	11	23	72	13	17	392	12	5	99	211	90	177	10	10	14	6	3	6	7	34	15	16	6	7	13	10	13	4
HoiH23_PlH23_006276	150	6	34	5	12	32	33	7	22	71	19	10	404	12	3	93	195	92	195	8	11	7	7	5	9	10	24	13	15	7	7	11	12	12	1
HoiH23_PlH23_006277	309	14	44	19	12	96	93	12	54	130	51	30	924	26	7	272	543	232	550	26	24	32	19	20	16	23	77	25	25	33	31	43	19	20	17
HoiH23_PlH23_006278	75	2	11	3	4	12	23	1	9	29	6	3	196	11	2	74	121	69	109	10	5	10	4	6	2	5	21	9	3	8	7	6	4	5	2
HoiH23_PlH23_006280	107	9	18	4	2	13	23	0	15	32	3	9	206	19	1	60	127	55	81	3	5	4	1	4	6	7	16	6	3	4	5	4	8	3	0
HoiH23_PlH23_006284	58	3	7	1	1	26	15	0	18	14	8	2	129	6	6	58	98	49	105	2	2	6	2	1	7	3	16	10	7	12	9	11	4	3	1
HoiH23_orphan_1437	2	0	1	0	0	1	0	0	2	2	0	1	10	1	0	6	6	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_006285	3	0	1	0	0	1	2	0	1	0	2	0	10	0	0	5	7	5	6	1	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0
HoiH23_orphan_1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_006286	42	1	0	6	0	14	11	12	18	29	4	0	159	8	1	65	101	22	102	3	0	2	0	1	2	0	7	4	8	0	1	10	14	0	0
HoiH23_PlH23_006287	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_006288	3	1	1	0	0	2	1	0	2	3	2	1	32	1	0	15	7	8	19	0	0	1	0	2	0	0	1	0	0	0	0	3	2	1	1
HoiH23_PlH23_006289	19	0	2	0	1	5	11	2	9	7	6	0	67	2	0	26	63	21	63	0	3	2	0	4	2	1	4	3	3	2	0	4	3	1	0
HoiH23_PlH23_006290	5	0	2	0	0	2	0	0	0	3	1	0	14	1	1	4	21	2	9	0	0	2	0	0	0	0	2	0	0	0	0	2	2	0	0
HoiH23_PlH23_006291	4	0	0	0	0	1	1	1	2	3	1	0	2	0	0	3	8	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_006293	22	0	3	0	0	3	3	0	4	10	1	1	49	2	0	23	31	8	20	1	2	0	0	1	0	0	4	1	3	1	4	2	2	0	0
HoiH23_PlH23_006294	35	0	5	2	0	10	9	2	7	5	5	0	88	3	0	37	73	35	67	3	3	5	1	0	3	2	6	5	4	9	2	6	1	4	1
HoiH23_PlH23_006295	12	2	1	0	0	4	1	0	1	0	3	1	21	0	0	6	10	6	8	0	1	1	0	0	2	0	2	0	0	0	0	1	1	1	0
HoiH23_PlH23_006296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_006297	3	0	0	0	0	0	1	0	1	0	0	0	4	1	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HoiH23_PlH23_006298	37	0	7	2	0	19	12	3	16	7	13	2	108	3	1	65	65	40	77	7	4	4	1	2	2	2	14	7	4	10	0	5	3	2	0
HoiH23_PlH23_006299	13	0	0	0	0	8	5	0	2	0	0	1	10	2	0	7	14	9	17	4	0	1	1	1	0	1	2	3	0	1	1	0	0	1	0
HoiH23_PlH23_006300	134	4	17	2	2	51	46	6	39	69	14	5	403	10	10	167	255	125	232	12	14	14	11	6	12	12	34	16	11	27	12	20	5	6	2
HoiH23_PlH23_006301	123	1	8	4	3	39	37	7	21	35	21	2	312	14	2	134	213	100	232	2	10	17	4	4	6	3	44	12	10	11	10	16	13	8	4
HoiH23_PlH23_006302	20	0	2	0	0	6	14	0	7	7	4	0	49	0	0	35	45	27	51	3	2	2	0	1	1	2	8	4	2	3	1	3	1	2	0
HoiH23_PlH23_006304	6	0	0	0	0	2	1	0	2	2	4	0	17	0	0	8	16	3	23	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
HoiH23_PlH23_006305	209	6	31	13	8	72	89	7	47	95	18	16	596	32	15	223	401	178	415	13	23	16	6	13	16	16	57	30	18	42	18	32	14	12	2
HoiH23_PlH23_006308	88	2	14	4	3	25	27	2	20	26	16	1	258	18	2	75	160	63	179	8	11	5	8	0	3	7	27	12	4	12	8	13	11	5	3
HoiH23_PlH23_006310	207	6	27	6	4	72	67	10	55	80	37	13	503	27	11	237	393	163	400	10	11	29	8	14	14	9	71	29	24	33	19	38	15	14	4
HoiH23_PlH23_006312	4	0	1	0	0	3	2	2	3	1	1	0	15	2	0	9	15	3	8	0	2	0	0	0	0	0	0	1	0	0	0	0	7	0	0
HoiH23_PlH23_006313	29	1	6	2	1	6	6	5	5	12	5	2	56	5	0	31	35	14	44	3	6	3	0	0	4	3	6	0	1	3	2	3	1	1	0
HoiH23_PlH23_006314	28	1	5	0	1	7	3	3	5	13	2	3	82	10	0	30	44	21	38	1	3	2	0	2	0	2	5	7	1	8	2	3	2	0	0
HoiH23_PlH23_006315	15	1	2	0	1	4	4	4	6	18	2	0	67	4	1	31	37	15	31	1	1	1	0	2	0	0	7	2	1	4	1	3	5	1	0
HoiH23_PlH23_006316	5	0	2	1	0	0	0	1	0	1	0	0	4	1	0	1	11	2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
HoiH23_PlH23_006266	223	5	30	12	6	70	70	7	57	67	37	12	598	16	13	226	403	175	434	11	33	22	14	19	11	25	63	32	13	30	13	19	21	13	9
HoiH23_orphan_1439	2	0	0	0	0	1	2	0	1	2	3	0	7	0	0	2	11	3	8	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0
HoiH23_PlH23_006267	6	0	0	0	0	6	3	0	0	0	0	0	15	0	1	4	11	5	11	4	4	1	0	0	0	0	2	0	1	2	0	0	4	0	0
HoiH23_PlH23_006268	2	0	0	0	0	4	0	0	1	1	1	0	10	0	0	2	7	1	9	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_006269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
HoiH23_PlH23_006270	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HoiH23_PlH23_006271	1	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_006272	3	0	0	0	0	0	0	0	1	1	0	0	4	0	0	2	7	2	4	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
HoiH23_orphan_1440	28	0	7	0	4	6	10	0	5	14	3	1	84	0	0	19	55	20	45	1	3	1	2	0	5	2	8	3	7	1	2	4	0	1	0
HoiH23_PlH23_006279	59	1	12	3	2	15	19	4	18	25	13	2	157	2	1	55	120	56	144	3	7	7	1	9	9	2	14	7	8	13	7	3	5	2	2
HoiH23_PlH23_006281	32	0	2	0	1	11	19	1	17	7	9	0	93	4	1	30	65	27	69	1	0	1	1	1	2	2	10	7	2	8	2	4	3	0	1
HoiH23_PlH23_006283	12	0	1	1	0	7	2	0	2	7	5	1	33	0	0	12	28	10	20	2	1	1	1	2	2	0	2	0	1	5	0	2	1	1	0
HoiH23_orphan_1441	6	0	2	0	0	1	0	0	4	4	0	0	12	1	0	4	8	9	4	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0
HoiH23_orphan_1443	2	0	0	0	0	1	1	0	1	1	0	0	8	0	0	0	7	0	4	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
HoiH23_PlH23_006292	12	0	1	0	0	2	1	3	1	1	2	1	23	1	0	9	15	7	15	2	2	0	0	1	1	0	5	4	2	1	0	0	2	0	0
HoiH23_orphan_1444	1	0	0	0	0	1	0	0	0	1	0	0	7	0	0	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_orphan_1445	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HoiH23_orphan_1446	1	0	0	0	0	0	0	0	0	2	1	1	1	2	0	1	2	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
HoiH23_orphan_1447	1317	14	151	35	43	475	447	37	358	392	210	42	3291	102	81	1407	2340	1144	2877	75	148	149	55	88	69	100	420	153	90	205	155	144	111	62	43
HoiH23_PlH23_006303	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_006306	173	7	18	5	6	58	60	7	47	62	25	6	511	18	9	186	309	153	409	12	21	20	12	11	8	9	45	15	17	33	23	20	8	13	4
HoiH23_PlH23_006307	102	0	15	1	8	19	29	4	27	27	10	5	221	8	5	80	159	65	177	6	11	5	3	5	6	10	30	4	11	10	8	8	7	4	3
HoiH23_PlH23_006309	1	0	1	0	0	0	0	0	1	1	0	0	6	1	0	5	4	2	3	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HoiH23_PlH23_006311	10	0	3	0	0	2	4	0	2	6	1	2	20	0	0	10	20	7	14	2	1	0	1	0	0	0	1	1	0	0	2	0	1	0	0
