lipophil_1	trans_lipophil_1_gland	trans_lipophil_1_epithelia	lipophil_2	trans_lipophil_2_epithelia	unknown_1	fibre	trans_fibre_gland	gland_1	gland_1_like	trans_gland_epithelia_ventral	trans_gland_epithelia_dorsal	epithelia_gland_like	epithelia_ventral	epithelia_unknown	trans_epithelia_dorsal_ventral	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_delta	peptidergic_epsilon	peptidergic_epsilon_like	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_theta_like	peptidergic_iota	peptidergic_iota_like	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_omicron	peptidergic_other_1	peptidergic_other_2
Hhon_g10618.t1	456	35	17	163	103	139	644	31	1171	25	43	9	434	1579	206	210	686	34	141	113	13	23	93	30	22	32	149	49	23	156	14	28	69	84	90	26	17	36
Hhon_g10619.t1	1	1	0	0	0	1	4	0	7	0	0	0	1	4	0	1	4	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10622.t1	5	0	0	0	5	4	13	3	28	0	0	0	5	33	4	0	15	1	4	6	2	0	2	2	1	0	2	0	0	3	0	0	2	0	1	0	0	1
Hhon_g10623.t1	9	0	0	5	2	7	16	3	29	0	1	1	10	36	6	2	23	3	4	2	0	1	4	1	0	2	2	2	0	3	1	1	1	0	1	0	0	0
Hhon_g10624.t1	0	0	0	2	0	0	2	0	1	0	0	0	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_orphan_2103	60	3	1	11	8	11	58	2	108	1	5	0	44	164	24	15	52	3	12	11	4	2	6	1	5	2	16	1	3	13	1	3	3	4	10	5	2	3
Hhon_g10626.t1	0	0	0	1	1	1	1	0	1	0	1	0	0	15	2	0	3	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	2	0	0	0
Hhon_g10627.t1	40	4	3	6	3	11	36	4	54	1	1	2	44	81	8	15	48	6	18	8	2	4	3	1	1	5	11	3	1	10	0	1	5	10	4	4	1	0
Hhon_g10628.t1	13	4	0	2	3	6	19	1	29	1	1	0	25	34	6	3	17	0	3	1	0	1	1	1	0	0	2	0	0	5	1	1	3	6	6	0	2	1
Hhon_orphan_2104	2	0	0	0	0	0	4	0	9	0	0	0	0	8	1	1	2	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Hhon_g10631.t1	44	4	4	8	17	9	59	4	91	2	7	0	57	159	30	16	81	2	10	10	2	4	5	1	2	0	17	4	0	13	2	3	5	4	12	4	0	8
Hhon_g10635.t1	2	0	0	0	0	2	2	1	5	0	0	0	0	7	1	2	3	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Hhon_g10636.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Hhon_g10637.t1	1	0	0	0	0	0	0	0	4	0	1	0	4	3	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10629.t1	97	7	3	19	20	20	107	5	222	5	6	2	68	326	49	22	112	15	35	25	4	8	12	2	4	9	20	6	3	41	4	7	20	14	17	7	1	6
Hhon_g10630.t1	116	14	9	38	32	31	178	15	295	9	11	7	135	384	62	41	192	12	45	32	5	6	17	4	7	10	28	16	3	44	1	17	12	18	24	11	7	3
Hhon_g10632.t1	26	3	1	6	12	11	40	0	83	1	5	0	41	99	25	12	44	1	8	10	1	4	3	1	0	2	4	1	0	10	0	1	4	8	12	5	2	1
Hhon_g10633.t1	55	7	3	5	9	11	58	9	112	2	7	3	47	128	15	13	63	2	15	12	4	1	5	1	1	6	6	4	1	10	0	1	3	3	13	2	2	1
Hhon_g10634.t1	7	1	0	4	3	5	13	2	23	1	0	0	11	49	5	2	13	2	1	3	0	2	0	0	0	2	3	1	0	6	0	0	3	1	4	2	1	1
Hhon_g10639.t1	43	2	0	8	8	7	49	2	83	2	3	1	37	85	17	7	47	1	5	6	4	3	4	1	0	3	7	9	1	7	0	3	3	4	10	1	1	1
Hhon_orphan_2105	0	0	0	1	1	0	2	1	5	0	0	2	5	7	1	0	4	0	3	0	1	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Hhon_g10644.t1	35	1	2	7	10	7	54	2	88	2	3	7	43	137	13	8	56	2	17	14	4	0	7	1	1	1	10	7	1	11	0	1	5	7	5	1	1	2
Hhon_g10646.t1	295	28	12	70	75	83	386	21	725	17	20	12	332	917	151	113	332	11	88	56	17	13	27	11	7	18	80	33	7	90	11	11	19	40	75	17	14	18
Hhon_orphan_2106	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10648.t1	429	40	26	99	99	133	543	33	1041	32	58	30	489	1365	219	114	580	35	136	98	21	44	51	15	13	25	105	39	14	112	16	31	47	77	112	14	14	16
Hhon_g10650.t1	12	0	1	2	1	4	10	1	26	1	2	0	8	39	6	3	14	0	1	4	1	2	0	0	1	0	1	0	0	2	0	1	0	2	1	0	0	0
Hhon_g10652.t1	4	0	0	0	1	0	10	0	12	0	1	0	4	28	4	2	11	1	3	2	0	0	2	0	1	0	2	1	0	3	3	0	0	1	1	1	0	0
Hhon_g10640.t1	56	8	2	14	9	19	73	5	151	3	5	4	63	173	27	21	81	4	18	8	1	7	4	2	2	4	22	11	2	17	4	2	3	10	9	0	1	2
Hhon_g10641.t1	82	6	2	18	20	27	112	12	193	7	4	3	95	250	33	29	93	3	26	16	5	6	8	2	2	4	18	11	1	24	1	5	7	4	14	5	2	1
Hhon_g10642.t1	480	49	44	117	95	130	607	29	1058	23	43	34	539	1428	204	142	657	35	154	128	26	32	52	16	12	47	101	43	13	120	9	33	44	72	98	18	16	31
Hhon_g10643.t1	13	0	0	0	2	7	25	0	45	1	3	0	17	59	10	5	16	0	5	7	1	0	1	0	0	3	3	1	0	4	1	2	1	2	2	3	0	0
Hhon_g10645.t1	42	2	1	7	8	5	39	4	86	2	0	1	48	118	18	20	50	4	16	12	3	3	8	2	4	1	8	2	1	11	2	3	5	8	11	1	3	1
Hhon_g10647.t1	742	56	51	205	165	230	931	57	1840	37	63	48	869	2464	394	231	914	66	216	210	41	55	97	20	27	59	150	87	23	205	25	51	75	113	140	25	18	44
Hhon_g10649.t1	20	2	2	1	7	6	33	1	57	1	6	3	33	74	14	7	26	5	7	6	1	2	2	1	0	2	6	3	0	4	2	1	4	1	1	1	0	1
Hhon_g10651.t1	29	1	2	16	12	16	59	1	108	2	5	0	42	161	23	10	58	3	15	10	0	1	4	1	2	2	8	4	0	15	2	1	2	8	2	1	0	6
Hhon_g10653.t1	39	5	1	8	5	6	37	1	74	2	1	0	39	97	16	12	49	2	7	8	0	0	7	0	1	0	7	2	0	12	0	5	2	7	7	2	0	1
Hhon_orphan_2107	24	0	4	4	9	3	33	1	94	12	3	0	55	179	41	8	61	1	14	3	2	2	2	4	0	1	29	11	1	23	0	0	6	4	6	2	5	11
Hhon_g10655.t1	514	29	33	272	132	129	766	32	1144	28	51	34	871	1584	217	126	917	73	114	259	20	38	38	55	4	36	90	43	13	225	10	21	36	72	188	18	17	106
Hhon_g10657.t1	25	3	2	6	10	7	43	1	72	4	3	3	36	103	18	8	40	3	16	10	4	1	4	2	3	1	12	5	0	10	0	2	3	7	2	0	1	0
Hhon_g10658.t1	30	4	3	7	6	3	40	4	59	2	3	2	41	84	24	7	36	2	5	7	5	3	3	1	0	1	7	2	1	8	1	2	1	4	8	1	1	2
Hhon_g10660.t1	7	0	0	1	1	1	19	1	39	0	0	0	18	37	4	3	17	0	5	2	2	0	4	1	1	2	6	3	0	1	2	0	0	3	3	1	1	0
Hhon_g10661.t1	5	0	0	2	0	0	4	1	13	0	0	0	3	8	5	1	2	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10662.t1	6	1	0	0	2	7	18	1	15	0	1	0	11	21	3	4	14	1	1	4	0	0	0	2	0	0	4	0	1	3	0	0	0	2	1	0	0	0
Hhon_g10663.t1	63	7	6	17	18	17	86	8	133	0	5	3	62	150	27	20	95	6	18	13	6	6	5	3	0	8	14	8	2	14	4	3	6	5	8	7	5	0
Hhon_g10665.t1	95	8	5	22	11	19	116	9	201	0	8	6	99	286	37	21	110	6	43	12	4	7	4	0	5	7	14	9	2	19	2	2	6	16	16	4	0	9
Hhon_g10666.t1	78	11	5	13	12	25	102	12	178	7	11	6	83	241	29	27	91	4	25	19	5	5	11	2	6	8	16	8	1	19	0	0	9	11	12	5	2	5
Hhon_g10667.t1	0	0	0	1	0	0	1	0	3	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Hhon_g10668.t1	7	0	0	2	0	0	12	0	28	0	0	2	6	33	4	0	7	0	3	0	0	0	1	0	0	0	1	1	0	3	2	1	1	2	1	0	0	2
Hhon_g10670.t1	32	2	0	8	4	6	34	3	91	1	6	0	44	104	14	15	39	9	11	7	0	5	5	2	0	2	6	2	1	5	0	2	1	5	6	0	1	2
Hhon_g10671.t1	52	9	3	14	9	23	71	3	91	2	5	4	53	123	33	11	60	5	16	10	2	1	4	4	2	2	6	3	2	12	0	4	6	10	11	2	2	2
Hhon_orphan_2108	10	0	1	0	2	1	9	0	25	0	1	0	8	22	2	1	6	1	4	0	1	0	0	0	0	0	1	0	1	2	0	1	2	2	0	0	2	0
Hhon_g10656.t1	1	0	0	0	0	0	2	0	3	0	0	1	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Hhon_g10659.t1	1177	75	71	316	267	318	1455	99	2729	68	89	67	1376	3532	580	372	1630	98	324	295	60	83	110	30	48	97	257	122	36	335	48	66	114	188	249	63	50	47
Hhon_g10664.t1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10669.t1	63	6	2	11	12	27	69	8	130	4	6	2	70	177	28	10	77	4	24	20	1	11	6	1	2	1	14	2	0	19	1	3	5	8	15	4	1	3
Hhon_g10673.t1	21	0	1	4	3	9	32	6	72	1	1	0	22	100	14	5	24	0	10	4	1	0	1	2	0	2	1	3	1	4	1	2	2	1	0	0	2	2
Hhon_g10675.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10679.t1	93	6	8	32	16	27	112	7	186	3	7	5	114	300	41	22	127	2	29	23	5	4	12	8	2	5	9	18	3	21	0	5	5	9	9	3	2	9
Hhon_g10680.t1	81	12	3	20	15	23	120	9	221	6	8	3	85	355	42	18	114	7	37	20	7	3	8	5	6	8	31	11	0	22	9	8	7	10	22	9	5	7
Hhon_g10681.t1	40	2	3	15	7	13	36	4	89	1	3	6	56	80	14	12	43	0	10	5	1	4	2	2	2	5	13	3	0	12	0	3	0	3	7	1	2	1
Hhon_g10682.t1	7	0	1	2	5	9	13	0	25	1	2	0	10	34	6	2	12	0	2	2	1	0	4	0	1	2	3	3	2	2	0	1	0	1	3	0	0	1
Hhon_orphan_2110	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10683.t1	8	1	0	0	0	1	10	0	16	0	1	0	5	23	4	2	7	0	1	2	0	0	0	0	0	0	0	2	0	2	0	3	3	0	4	0	1	0
Hhon_g10684.t1	65	8	5	21	16	20	95	2	159	5	2	4	62	206	25	29	93	9	10	16	1	3	4	1	1	8	13	12	4	14	2	7	5	8	22	3	3	4
Hhon_g10686.t1	186	20	12	72	43	57	237	19	459	12	8	16	221	597	87	54	270	17	47	37	15	15	29	7	4	14	44	22	7	52	4	9	14	38	50	8	1	16
Hhon_g10688.t1	395	31	13	82	57	91	478	37	742	20	34	19	354	787	144	85	391	24	68	64	8	18	27	6	20	26	88	16	16	81	6	25	24	48	55	21	15	16
Hhon_g10692.t1	1	0	0	0	1	0	3	0	11	0	0	0	2	14	0	0	6	0	2	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1
Hhon_g10674.t1	22	1	1	2	2	3	25	5	60	0	4	0	17	59	8	4	24	3	9	8	3	1	1	2	2	1	5	1	2	4	3	3	2	4	6	0	0	1
Hhon_g10677.t1	24	3	1	3	3	6	26	2	39	1	3	1	16	64	8	6	24	1	8	2	0	4	0	0	0	2	2	1	0	5	1	2	1	0	6	2	0	0
Hhon_g10678.t1	26	0	0	5	5	4	28	5	48	2	4	2	28	61	11	5	34	0	11	4	0	0	1	1	2	1	2	1	0	6	0	0	1	3	2	1	0	1
Hhon_g10685.t1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10687.t1	13	0	0	1	3	3	8	0	13	0	1	0	3	19	3	3	9	0	3	1	0	1	0	0	2	1	1	1	1	1	0	1	0	1	1	0	0	0
Hhon_g10689.t1	44	2	1	10	6	14	47	3	92	1	0	4	31	81	10	19	57	4	11	13	1	1	3	2	6	5	11	3	1	8	3	2	1	2	8	3	1	2
Hhon_g10690.t1	14	1	1	0	4	0	17	0	34	2	2	0	15	40	5	7	18	1	6	6	1	0	1	0	3	0	3	1	0	3	1	2	3	3	0	0	1	0
Hhon_g10691.t1	59	4	2	16	13	14	82	3	159	0	8	2	71	183	34	21	105	6	24	13	4	4	3	2	8	6	8	3	1	14	4	2	5	9	9	3	4	7
Hhon_g10694.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10697.t1	21	3	0	7	8	8	29	1	62	4	2	8	19	87	13	5	35	7	4	6	1	2	1	1	0	2	6	5	2	8	1	2	1	3	2	0	1	0
Hhon_g10698.t1	0	0	0	0	0	0	3	0	3	0	0	0	0	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10699.t1	3	0	0	2	0	1	4	0	1	1	0	0	2	8	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
Hhon_g10700.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10701.t1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10702.t1	23	3	0	2	1	5	18	1	35	0	0	0	15	26	2	5	17	2	2	3	0	0	2	3	0	1	4	3	0	4	0	0	0	0	2	1	0	1
Hhon_g10703.t1	95	9	3	32	22	15	113	5	222	7	13	0	98	331	53	22	110	9	30	22	4	8	7	2	2	4	19	10	6	28	4	4	12	12	14	1	4	3
Hhon_g10693.t1	21	4	2	8	11	1	40	1	49	6	2	0	27	74	11	8	28	1	8	6	0	0	2	2	1	1	6	0	1	13	0	2	2	2	4	0	0	2
Hhon_g10695.t1	15	1	3	2	1	5	15	0	22	0	2	1	8	31	3	2	17	0	1	2	1	0	0	0	0	0	7	0	0	6	2	1	2	1	3	1	1	2
Hhon_g10696.t1	19	2	0	4	2	1	37	2	51	0	3	0	26	33	3	6	42	2	2	3	0	0	4	1	1	2	4	0	0	5	0	0	0	1	2	0	0	0
Hhon_orphan_2112	9	1	0	1	1	3	7	1	10	1	2	1	4	9	2	0	3	1	1	3	0	0	0	0	0	0	1	0	0	0	1	0	0	2	2	0	0	0
Hhon_g10705.t1	7	1	0	0	0	2	5	0	14	0	3	2	3	24	4	1	9	1	1	0	1	0	1	0	0	1	3	0	0	1	0	0	1	1	0	0	0	1
Hhon_g10711.t1	3	0	0	1	1	1	6	0	21	0	0	1	11	34	7	3	12	1	7	1	0	2	0	0	1	0	3	2	2	1	0	1	1	0	2	2	1	0
Hhon_g10712.t1	6	0	2	1	0	3	15	0	22	1	1	1	3	36	6	2	9	0	2	1	0	0	2	1	0	2	0	1	1	3	0	0	0	1	2	0	1	0
Hhon_g10704.t1	9	0	0	8	1	1	21	0	61	3	0	0	13	86	10	8	54	13	7	1	0	0	3	0	1	10	8	0	0	14	1	0	0	0	2	0	0	0
Hhon_g10706.t1	23	3	1	5	7	3	40	5	69	1	3	2	30	58	8	8	24	1	5	4	0	3	2	3	2	2	7	0	0	7	0	1	3	3	1	2	0	0
Hhon_g10707.t1	9	0	1	2	2	0	20	2	36	0	1	0	19	60	16	6	27	0	4	5	3	2	3	0	1	4	5	5	0	4	0	0	1	3	3	0	2	2
Hhon_g10708.t1	52	5	1	12	11	17	62	6	132	2	6	3	38	188	33	17	81	5	22	9	5	7	9	5	4	2	12	6	5	14	3	5	6	8	13	3	1	3
Hhon_g10709.t1	40	4	1	8	7	5	50	3	92	2	4	4	48	104	21	5	50	3	10	6	1	2	6	2	3	1	9	1	2	13	1	1	1	5	9	2	3	2
Hhon_orphan_2113	0	0	0	0	1	1	1	0	4	1	0	0	2	6	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0
Hhon_orphan_2114	6	0	1	1	3	2	10	0	24	0	1	0	6	26	1	5	6	0	3	3	1	0	0	0	0	0	4	1	0	4	0	0	0	5	5	1	0	1
Hhon_orphan_2115	4	1	1	3	0	0	8	0	14	0	1	0	3	12	1	2	9	0	1	0	1	1	2	0	1	1	5	0	0	4	0	0	0	2	0	0	0	0
Hhon_orphan_2116	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10713.t1	22	0	0	2	0	2	17	0	17	3	3	0	12	47	7	1	10	0	6	0	1	0	1	1	0	0	5	1	2	1	0	0	0	0	2	3	0	1
Hhon_g10714.t1	2	1	0	0	0	1	3	1	1	0	0	0	2	13	0	2	6	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0
Hhon_orphan_2117	5	0	0	0	0	1	3	0	6	3	0	0	3	11	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0
Hhon_orphan_2118	25	1	4	5	11	4	44	1	68	2	5	2	25	107	10	8	29	2	5	8	0	3	2	2	1	0	10	3	0	8	0	3	2	2	6	0	0	1
Hhon_orphan_2119	0	0	0	0	0	1	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
Hhon_orphan_2120	0	0	0	0	0	0	2	0	6	0	2	0	2	10	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0
Hhon_g10715.t1	44	4	1	4	5	10	65	5	97	5	7	2	44	162	24	13	58	4	19	5	0	7	10	0	0	2	12	7	2	7	1	4	3	7	9	3	3	2
Hhon_g10716.t1	4	1	0	2	4	3	17	2	30	2	3	0	14	64	13	3	15	2	5	6	0	1	3	1	0	0	1	2	1	4	1	1	1	0	2	0	0	1
Hhon_orphan_2121	1	0	0	0	0	1	1	0	7	1	0	0	3	22	3	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Hhon_g10717.t1	13	0	0	0	1	3	11	1	25	0	1	2	13	41	4	2	11	0	4	1	0	0	0	0	0	2	0	2	0	1	0	0	0	3	1	1	0	2
Hhon_g10718.t1	6	0	0	0	1	1	9	0	17	0	1	2	3	15	7	3	3	1	1	3	0	0	2	0	2	1	2	0	0	3	0	0	2	0	0	0	0	0
Hhon_g10720.t1	101	7	9	7	17	34	120	18	209	6	8	7	77	265	31	31	115	5	30	12	0	5	8	2	8	2	22	4	2	24	2	7	4	9	12	3	1	2
Hhon_g10721.t1	7	1	0	1	1	4	5	1	19	1	3	0	2	39	2	3	15	0	4	5	2	0	1	0	0	1	1	3	1	5	0	1	2	0	7	1	1	0
Hhon_g10722.t1	2	0	0	0	0	0	1	0	3	0	0	1	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Hhon_orphan_2123	2	0	0	2	1	0	2	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10723.t1	4	0	0	1	0	1	2	0	8	0	0	0	3	9	2	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
Hhon_g10724.t1	16	1	1	4	0	5	24	1	33	1	2	2	25	50	7	3	25	1	6	3	1	2	3	1	0	4	3	3	3	4	0	1	2	3	6	0	1	0
Hhon_g10725.t1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10726.t1	161	19	14	41	38	73	217	19	517	11	18	46	179	638	99	47	311	8	59	35	13	24	38	4	7	6	15	6	7	32	15	1	16	32	23	15	3	1
Hhon_orphan_2124	0	0	0	0	0	0	4	0	3	0	0	0	2	5	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10727.t1	2	0	0	0	0	1	3	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Hhon_g10729.t1	13	1	0	5	1	2	17	0	5	0	2	0	10	29	10	1	7	0	1	1	0	1	0	1	0	0	3	0	0	3	0	1	0	0	2	1	0	0
Hhon_g10730.t1	11	3	1	3	1	3	21	1	33	3	0	0	14	41	14	2	14	1	5	1	1	1	0	1	0	0	1	0	1	3	3	0	6	1	2	1	0	1
Hhon_g10731.t1	7	1	0	1	3	2	1	0	7	0	0	0	5	10	1	1	7	0	3	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0
Hhon_g10732.t1	4	2	0	3	2	0	3	1	8	0	0	0	5	10	1	3	7	0	2	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0
Hhon_orphan_2125	2	0	0	1	0	0	2	0	4	0	0	0	0	9	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Hhon_g10734.t1	10	1	0	0	0	6	4	0	51	0	0	0	4	35	9	2	10	0	2	0	0	0	4	0	0	0	3	0	1	9	4	0	0	0	3	0	0	0
Hhon_g10735.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Hhon_g10736.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10737.t1	6	0	0	0	0	0	7	0	10	0	0	0	5	21	1	1	10	1	0	0	1	1	4	0	0	0	5	0	2	4	0	0	1	14	1	0	0	0
Hhon_g10739.t1	2	4	0	1	2	1	11	1	11	1	2	0	5	26	3	1	15	0	1	1	1	2	0	0	0	0	2	1	0	5	0	0	1	1	0	0	0	2
Hhon_g10740.t1	16	3	0	0	0	2	10	2	8	0	0	0	10	23	2	2	11	1	4	4	0	0	1	0	0	0	3	1	0	3	1	0	3	0	0	0	0	1
Hhon_g10738.t1	96	6	5	15	21	26	83	4	177	5	9	5	106	268	29	24	107	7	15	31	4	5	9	2	4	3	14	6	1	20	1	9	7	13	15	2	2	2
Hhon_g10743.t1	23	0	1	5	6	5	24	3	51	0	3	2	25	82	7	4	24	1	9	6	1	1	1	1	2	0	4	0	2	3	3	0	0	0	3	0	0	1
Hhon_g10744.t1	44	4	1	5	9	13	52	1	90	2	9	2	46	131	23	7	46	3	12	10	3	4	6	1	1	0	8	5	1	7	3	0	1	6	8	3	2	1
Hhon_g10747.t1	27	1	1	13	10	8	47	4	80	3	2	3	29	118	12	12	50	3	9	3	1	3	7	0	1	0	11	4	0	9	1	0	2	7	4	3	0	1
Hhon_g10750.t1	14	3	0	5	7	10	18	1	50	2	1	5	19	47	11	8	27	3	4	4	0	2	0	0	1	1	4	1	1	3	0	0	2	4	5	0	1	1
Hhon_g10753.t1	21	0	0	5	9	6	24	2	57	1	2	1	26	66	13	8	29	4	4	2	1	4	8	2	3	1	4	1	0	4	0	0	1	0	3	1	1	0
Hhon_orphan_2127	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Hhon_g10745.t1	2	0	0	1	3	1	13	0	22	1	1	0	6	25	2	3	17	0	0	4	0	0	0	0	1	0	0	0	0	4	1	0	1	0	3	0	0	0
Hhon_g10746.t1	32	2	2	2	6	4	42	4	75	4	3	2	32	105	18	9	46	1	13	5	3	3	4	2	2	7	7	6	2	12	2	1	8	2	8	1	1	4
Hhon_g10748.t1	10	0	0	6	2	2	12	1	29	0	2	1	13	35	9	6	26	0	4	2	0	0	0	0	1	0	2	0	0	6	0	0	0	1	1	1	0	0
Hhon_g10749.t1	50	4	0	14	8	15	60	0	71	5	4	1	31	142	18	10	68	2	11	7	2	4	7	2	0	3	13	3	2	16	1	3	2	3	3	0	0	1
Hhon_g10751.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10754.t1	78	7	3	23	17	22	88	4	155	4	9	4	81	230	28	21	101	5	13	12	2	5	14	2	3	6	10	10	1	21	3	2	3	14	9	3	3	8
Hhon_orphan_2128	0	0	0	1	0	1	2	1	3	0	0	0	0	4	0	0	4	0	1	0	1	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0
Hhon_g10757.t1	7	0	1	5	0	1	4	0	18	0	1	0	13	12	3	2	8	0	0	2	1	0	1	1	0	1	2	2	1	4	1	0	1	0	1	0	0	1
Hhon_g10759.t1	9	1	2	2	2	3	14	0	24	1	1	0	8	30	4	5	7	0	2	4	0	0	3	0	0	0	3	1	0	1	0	0	0	2	3	0	0	0
Hhon_g10760.t1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_orphan_2129	0	0	0	0	0	0	0	0	5	0	0	0	1	6	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_orphan_2130	7	1	0	1	4	3	9	0	19	0	0	0	13	33	14	1	18	1	0	3	1	0	3	2	1	2	4	0	1	6	1	0	2	0	4	0	0	0
Hhon_g10763.t1	42	4	6	14	14	18	43	2	89	0	2	1	52	166	26	16	73	10	14	12	2	8	3	0	5	5	9	6	3	20	0	5	3	4	7	0	0	1
Hhon_orphan_2131	2	0	0	0	1	0	2	0	4	0	0	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g10758.t1	21	0	0	2	6	5	16	1	33	0	1	0	24	35	7	6	17	0	4	3	0	1	2	1	0	2	4	1	0	6	0	0	2	1	2	2	0	0
Hhon_orphan_2132	4	0	0	0	0	1	3	0	6	0	1	0	2	9	1	0	7	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0
