lipophil	trans_lipophil_1_gland	trans_lipophil_1_epithelia	unknown_2.1	unknown_2.2	fibre	trans_fibre_gland	gland_1	trans_gland_epithelia	epithelia_gland_like	epithelia_unknown_1	epithelia_unknown_2	epithelia_unknown_3	epithelia_ventral	trans_epithelia_dorsal_ventral	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_nu	peptidergic_omicron
Tadh_wf_g11256	10	7	1	0	3	6	1	18	3	7	2	4	3	12	2	17	2	3	1	0	0	0	1	0	2	2	4	0	2	1	0	0	3
Tadh_wf_g11257	31	7	0	0	5	15	9	44	2	16	0	9	12	33	11	41	3	2	1	4	0	4	1	2	2	1	3	3	5	0	7	0	0
Tadh_TriadG62153	155	13	6	8	13	74	8	184	11	63	6	43	22	140	51	159	5	16	8	3	0	5	2	8	9	5	16	8	6	5	12	2	9
Tadh_TriadG36784	2597	246	170	147	164	956	153	3120	268	996	80	650	403	2292	900	2281	139	154	163	53	22	115	56	146	206	80	300	90	136	53	208	85	106
Tadh_orphan_1719	1	1	0	1	0	0	2	8	1	2	0	3	0	8	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Tadh_orphan_1720	1	0	0	0	0	2	0	10	0	1	0	15	6	16	0	4	5	1	4	4	0	0	0	2	0	0	0	0	0	2	3	0	0
Tadh_TriadG33646	5	0	0	0	1	24	1	57	0	8	0	33	32	43	1	54	8	11	15	11	0	0	0	3	0	0	9	0	1	5	13	0	1
Tadh_TriadG51176	274	20	25	22	21	100	12	384	21	106	11	81	53	307	98	279	19	25	26	6	0	10	11	21	28	7	35	14	16	4	45	9	2
Tadh_orphan_1721	24	2	2	0	0	12	4	28	1	5	0	9	3	13	6	12	3	1	0	0	0	0	0	0	2	0	3	0	0	1	3	2	0
Tadh_TriadG62113	31	5	7	1	1	14	1	43	5	10	0	16	4	43	19	28	2	2	1	1	2	0	2	2	4	1	8	2	3	0	0	0	0
Tadh_TriadG62114	28	2	3	0	1	22	1	31	2	7	1	3	8	26	12	6	2	2	3	0	0	0	0	4	1	1	5	1	2	1	3	0	0
Tadh_TriadG62115	31	3	2	3	1	10	1	48	8	17	2	6	4	40	14	34	0	1	2	1	0	1	2	1	2	2	4	1	5	2	6	0	0
Tadh_TriadG62117	40	0	3	2	4	12	2	48	2	24	2	14	10	43	10	45	2	2	5	0	0	2	3	4	3	3	5	1	3	2	8	1	0
Tadh_TriadG51173	88	7	3	4	6	33	9	89	3	32	4	32	9	91	29	77	7	4	4	1	0	2	0	7	7	0	15	4	3	4	7	1	0
Tadh_TriadG33619	32	3	4	4	1	18	2	43	2	17	1	16	7	18	10	30	1	1	4	1	0	1	0	2	1	3	5	1	0	2	6	0	0
Tadh_wf_g11229	11	0	1	0	0	6	1	12	0	5	1	4	6	6	3	9	2	3	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0
Tadh_TriadG62125	7	1	1	0	0	3	0	5	0	4	0	3	2	3	3	6	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
Tadh_TriadG33595	148	20	5	4	6	56	9	168	15	41	2	58	36	179	58	161	7	7	13	3	0	2	11	5	9	3	28	9	8	4	16	7	10
Tadh_wf_g11232	2	0	1	2	3	2	0	17	0	3	0	3	1	9	3	17	0	0	0	0	0	1	2	1	0	1	0	0	0	1	1	1	1
Tadh_wf_g11233	144	15	9	8	10	63	8	176	15	63	5	38	25	114	31	133	9	13	9	2	3	5	1	7	12	5	16	8	4	4	10	2	5
Tadh_TriadG33592	107	9	9	10	14	37	5	125	11	47	4	42	29	131	29	93	4	10	2	2	0	12	1	7	12	7	10	3	9	3	14	0	2
Tadh_TriadG62131	18	2	0	0	1	1	0	26	1	6	0	7	2	17	4	12	0	0	0	0	0	0	0	2	0	1	1	2	0	1	3	0	1
Tadh_TriadG62133	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG62134	9	2	0	0	0	2	0	7	0	3	0	2	0	2	2	6	0	0	0	1	0	0	0	0	0	4	0	0	1	3	0	0	0
Tadh_orphan_1722	40	2	0	1	1	11	0	32	8	12	1	14	12	31	9	24	1	10	1	2	0	1	2	0	0	3	5	0	4	0	3	0	0
Tadh_orphan_1723	1	1	0	0	1	3	0	7	1	4	0	2	2	8	6	3	0	1	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0
Tadh_TriadG62135	29	2	0	0	1	10	3	32	3	11	0	17	8	34	7	19	2	4	3	2	0	0	0	4	2	1	0	1	2	0	4	2	2
Tadh_orphan_1724	5	0	0	0	1	2	2	2	0	1	0	0	0	3	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
Tadh_orphan_1725	17	1	1	0	7	14	0	21	3	2	1	11	5	10	4	25	0	0	4	2	0	0	0	1	0	0	1	2	0	0	1	0	2
Tadh_wf_g11245	3	1	0	0	0	2	1	2	1	2	0	0	0	6	1	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1
Tadh_TriadG62140	81	16	7	3	1	36	4	112	8	25	0	20	16	95	22	78	3	5	6	2	0	3	0	3	5	4	10	3	4	0	9	3	6
Tadh_TriadG62142	22	2	1	4	6	12	3	39	3	11	5	8	13	26	12	32	0	1	2	0	0	1	1	2	2	5	3	1	0	0	9	1	2
Tadh_orphan_1726	0	1	0	0	0	0	1	3	1	1	0	0	0	2	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62143	3	1	0	2	0	2	1	6	2	1	0	2	2	7	4	6	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	1	0
Tadh_TriadG62144	413	40	21	14	25	156	27	537	44	147	15	109	72	386	135	378	28	20	30	7	6	17	7	22	28	14	39	16	23	12	39	9	13
Tadh_wf_g11252	0	1	0	0	2	1	0	5	3	0	0	1	0	2	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tadh_orphan_1727	13	1	0	0	2	4	0	12	0	1	0	0	0	1	1	8	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0
Tadh_orphan_1728	3	2	1	0	0	4	1	13	0	2	0	1	1	4	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	1	2	0	0
Tadh_TriadG62152	25	6	3	1	3	9	3	28	4	13	0	7	1	26	13	23	1	3	0	2	0	2	0	2	5	2	5	0	1	1	2	1	2
Tadh_TriadG62155	6	0	0	0	0	7	1	18	0	0	0	2	1	5	1	10	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	3
Tadh_TriadG62156	23	7	1	1	0	13	4	43	8	10	1	23	4	26	9	27	4	2	2	3	2	3	0	1	2	3	9	0	0	0	5	1	0
Tadh_TriadG62157	6	3	0	0	0	0	0	8	0	3	0	8	0	0	2	2	0	1	0	0	0	1	0	0	2	0	2	0	2	0	0	0	0
Tadh_orphan_1729	29	2	0	1	2	13	6	39	1	19	1	9	4	31	18	33	1	3	1	3	0	2	1	0	7	0	4	4	1	2	3	0	0
Tadh_orphan_1730	4	0	0	0	0	2	0	7	1	4	0	2	1	6	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2
Tadh_TriadG33634	42	2	2	1	3	11	4	49	4	14	0	5	5	50	17	26	3	5	2	1	0	5	0	1	3	0	5	0	1	1	2	0	2
Tadh_TriadG4817	27	3	0	0	0	9	2	40	5	10	0	8	3	30	4	31	1	0	1	0	0	2	0	0	4	1	5	0	2	1	4	0	0
Tadh_orphan_1731	1	0	1	1	0	0	0	0	0	1	0	0	1	3	1	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
Tadh_TriadG6557	29	2	3	0	2	15	0	52	4	13	2	8	12	51	11	38	1	5	5	2	0	6	3	3	4	1	2	1	1	4	7	2	2
Tadh_TriadG62163	2	1	0	1	0	3	0	6	1	1	0	0	0	6	1	8	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Tadh_TriadG35069	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_wf_g12492	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62701	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG35072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG62702	44	4	4	3	5	23	4	65	15	19	1	12	7	57	18	59	2	2	1	1	1	2	3	5	1	2	1	1	4	1	10	2	2
Tadh_TriadG62996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG62703	9	3	0	1	0	4	2	7	2	2	0	1	2	7	4	11	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	2
Tadh_wf_g12498	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_wf_g11959	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_1734	5	0	0	0	2	0	1	6	0	1	0	1	0	6	1	4	0	0	0	0	0	0	0	1	0	0	2	0	2	1	0	0	0
Tadh_TriadG62997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_wf_g12503	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Tadh_TriadG62164	0	0	0	0	0	1	0	4	0	2	0	0	0	4	2	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Tadh_TriadG3737	6	0	0	0	3	3	0	8	4	2	0	3	1	7	6	3	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	1
Tadh_TriadG62166	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_1736	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tadh_TriadG62167	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG62168	39	2	2	0	10	15	1	51	4	14	0	8	4	27	14	33	2	1	3	6	0	0	0	3	2	0	0	1	1	5	2	1	2
Tadh_TriadG33687	57	10	4	0	4	36	6	80	5	35	1	17	5	57	22	46	2	3	5	1	1	2	0	4	4	3	5	1	2	3	5	0	0
Tadh_TriadG62171	328	35	24	20	15	122	13	394	39	134	8	105	67	313	92	298	11	21	21	11	4	8	8	29	33	12	41	5	23	17	30	8	15
Tadh_TriadG36785	9364	946	562	517	711	3483	577	12047	1173	3335	358	2924	1812	9297	2886	8517	517	596	597	219	129	426	299	620	748	301	1145	344	510	324	1008	250	356
Tadh_TriadG33710	188	16	15	8	10	70	6	214	16	57	5	75	20	169	71	183	5	18	7	6	4	6	4	12	11	4	21	10	6	5	18	11	15
Tadh_TriadG51180	198	7	8	8	22	81	10	301	19	86	3	35	31	146	58	194	13	9	10	6	0	4	10	10	12	7	14	3	10	3	16	0	6
Tadh_TriadG62176	3	0	1	0	0	4	0	2	0	1	1	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Tadh_TriadG62177	27	1	2	2	2	14	0	28	4	7	0	9	8	22	11	15	0	1	2	0	1	3	2	4	2	0	1	0	0	0	1	0	0
Tadh_TriadG17959	16	3	0	0	6	4	0	27	2	8	0	4	8	23	8	29	1	0	2	0	0	2	0	0	0	1	5	0	0	3	3	0	0
Tadh_TriadG62181	324	34	22	17	15	120	17	380	30	124	15	78	65	282	102	275	13	15	26	2	4	10	7	15	19	17	41	16	14	13	40	9	6
Tadh_TriadG62184	147	18	9	10	12	80	8	177	20	82	3	58	29	160	45	126	17	13	6	9	11	10	12	13	13	5	24	8	4	9	23	4	7
Tadh_TriadG62185	59	6	2	2	4	28	5	83	5	16	2	13	10	54	21	66	4	7	4	1	3	0	3	7	2	5	14	4	2	5	12	1	4
Tadh_TriadG62186	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Tadh_TriadG733	23	0	0	0	0	12	0	21	1	4	0	10	3	17	4	10	1	0	0	0	2	0	0	8	0	1	2	0	1	0	6	0	1
Tadh_TriadG62188	2	0	1	0	0	2	0	2	0	0	0	2	3	3	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Tadh_TriadG62189	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62190	3	0	0	0	0	2	0	3	0	1	1	1	2	3	1	4	0	2	3	0	0	1	0	1	0	0	1	0	0	0	0	0	1
Tadh_TriadG3740	6	0	0	0	0	0	0	5	1	3	0	1	1	8	1	3	0	1	1	2	1	0	1	0	0	0	2	0	0	0	1	0	0
Tadh_wf_g11295	1	0	0	0	1	0	2	6	0	2	0	0	0	3	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62192	23	0	0	0	1	2	1	18	0	5	0	4	4	10	5	17	1	0	0	1	0	2	0	0	0	1	2	0	0	2	1	0	0
Tadh_orphan_1737	3	0	0	0	0	1	0	1	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Tadh_TriadG62193	2	0	0	0	0	1	0	4	0	0	0	2	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Tadh_TriadG62194	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62195	4	0	0	0	1	0	1	17	0	1	0	0	2	5	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
Tadh_TriadG62196	0	0	0	0	0	1	0	4	0	1	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0
Tadh_TriadG17025	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_wf_g11300	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62200	35	12	1	7	3	23	8	100	6	27	4	40	24	90	21	52	0	2	0	2	0	0	0	17	3	0	2	4	10	0	6	0	5
Tadh_wf_g11303	147	40	7	5	11	135	15	326	37	134	11	126	70	443	70	335	2	32	6	2	0	5	2	62	38	4	25	14	42	10	29	0	13
Tadh_orphan_1738	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tadh_orphan_1739	6	2	0	0	0	0	1	4	2	0	0	1	1	3	3	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Tadh_TriadG33686	105	20	5	6	5	43	10	121	9	47	2	28	14	89	28	107	3	7	5	5	0	2	2	5	4	3	7	5	2	4	8	4	2
Tadh_TriadG33670	144	11	3	12	20	74	11	214	12	64	1	51	45	168	50	144	11	14	16	7	0	15	11	10	12	7	26	9	10	1	32	6	13
Tadh_orphan_1740	60	4	4	2	8	24	6	93	6	22	2	38	11	63	21	56	3	5	2	5	0	3	5	2	3	6	6	6	8	3	7	2	1
Tadh_TriadG38520	420	37	31	21	31	181	23	478	34	135	12	102	74	383	113	379	19	21	31	5	4	14	11	22	38	14	37	13	21	8	39	9	13
Tadh_TriadG33689	117	11	7	8	7	44	4	163	13	44	3	30	21	111	45	115	11	4	4	2	2	5	1	6	10	3	15	8	9	1	10	2	5
Tadh_TriadG62183	20	2	1	0	0	9	3	27	3	12	0	8	5	20	12	16	2	2	2	0	0	0	0	3	4	1	2	0	0	0	2	2	1
Tadh_TriadG33664	143	20	6	8	7	50	11	194	14	66	9	26	28	132	40	130	5	7	12	2	2	5	1	4	8	6	13	9	5	3	15	5	4
Tadh_orphan_1743	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tadh_TriadG62198	22	3	4	1	5	10	3	55	4	18	1	6	3	38	5	36	1	2	2	0	1	0	0	2	2	0	1	4	0	1	2	1	2
Tadh_TriadG62199	3	0	2	0	0	1	1	2	0	0	0	1	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_wf_g12505	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_wf_g12506	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG35076	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_wf_g12509	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG63002	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG63003	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_1745	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62704	2	1	0	0	0	2	0	3	0	3	0	3	0	5	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
Tadh_TriadG62705	17	3	0	0	1	14	1	17	2	7	1	3	5	20	9	10	1	3	0	0	0	0	0	2	2	0	0	3	2	0	1	0	0
Tadh_TriadG63004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG63005	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG63006	4	0	1	0	0	5	3	12	1	2	0	0	1	8	4	8	1	0	1	0	0	1	0	0	1	2	0	1	0	0	0	0	0
Tadh_wf_g11962	1	0	0	0	1	1	1	1	1	0	1	0	1	2	1	1	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
Tadh_TriadG9799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62706	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_wf_g12517	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tadh_wf_g12518	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG62202	150	13	3	7	10	48	3	156	14	65	5	49	21	114	34	115	7	16	6	5	5	7	3	13	7	2	14	1	4	10	14	4	6
Tadh_TriadG62203	38	4	2	2	3	16	5	61	6	16	2	12	2	59	24	59	5	5	6	0	0	7	4	1	7	2	6	3	8	0	6	0	0
Tadh_TriadG64406	41	4	4	1	1	23	3	36	1	18	4	18	7	43	19	33	4	5	0	1	0	0	1	2	1	3	9	1	2	1	5	1	1
Tadh_hyp_clust6640	116	13	9	2	12	61	15	184	27	48	1	48	25	148	55	171	8	7	9	5	2	4	2	7	16	4	16	6	6	7	10	3	6
Tadh_TriadG33760	367	69	13	23	32	186	46	570	57	172	21	159	99	471	128	423	21	50	24	24	6	20	22	34	39	13	51	17	19	29	63	15	11
Tadh_TriadG33740	88	11	3	1	7	47	8	130	12	40	2	16	24	91	38	87	6	2	9	1	3	3	3	12	6	3	7	5	2	3	6	1	6
Tadh_TriadG33726	523	54	27	23	32	219	24	721	66	210	22	140	74	531	171	516	45	50	33	16	6	20	13	38	50	16	61	16	26	18	51	13	21
Tadh_orphan_1746	5	0	0	0	0	0	0	4	0	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62216	3	1	0	0	0	2	1	3	0	2	0	3	0	0	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Tadh_orphan_1747	2	2	0	0	0	1	0	4	0	2	0	1	1	7	2	2	0	1	0	0	0	0	1	0	0	0	3	0	3	0	1	0	0
Tadh_orphan_1748	5	1	0	1	0	1	0	0	0	1	0	1	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62217	243	34	6	7	25	89	17	284	47	118	7	114	62	281	84	206	20	35	31	14	18	10	18	18	15	10	37	13	27	10	36	3	18
Tadh_TriadG33724	101	14	7	5	10	34	5	133	12	26	4	35	23	111	26	90	2	7	5	4	2	5	2	9	6	5	19	3	5	5	12	5	3
Tadh_TriadG62220	38	3	3	0	3	14	4	42	4	10	0	16	11	46	13	39	3	3	2	1	2	4	1	2	1	2	7	1	3	0	8	3	6
Tadh_orphan_1749	1	2	0	0	1	0	0	0	0	0	0	0	0	0	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_1750	1	0	0	0	0	0	0	1	0	0	0	1	1	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62222	8	4	0	0	2	11	0	15	0	5	0	7	6	29	14	12	1	5	0	0	0	3	3	0	0	1	3	0	7	0	0	0	0
Tadh_TriadG62224	17	1	3	4	2	11	0	38	2	14	1	3	4	24	6	31	1	3	3	1	1	0	0	1	0	0	3	1	2	0	5	0	1
Tadh_orphan_1751	1	0	0	0	0	0	0	2	0	0	0	1	2	2	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Tadh_TriadG5826	236	23	17	7	19	107	17	340	26	100	11	57	39	244	69	224	12	19	12	5	4	13	9	18	21	12	26	10	21	13	28	8	10
Tadh_TriadG62230	6	0	3	0	1	1	0	12	0	7	0	1	2	9	1	7	1	1	0	0	0	0	0	1	1	3	0	0	0	0	0	2	0
Tadh_TriadG64407	1807	136	113	77	108	679	117	2059	185	647	54	489	356	1678	589	1650	111	133	110	38	15	89	62	138	135	51	172	72	81	57	147	39	71
Tadh_TriadG62233	187	21	20	6	10	82	18	220	29	84	7	50	44	186	60	177	13	12	18	1	2	10	2	14	15	10	14	7	11	6	28	5	4
Tadh_orphan_1752	3	0	0	1	0	6	1	6	0	1	0	0	1	9	5	3	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
Tadh_TriadG62235	105	14	9	10	7	34	4	151	19	48	3	75	50	132	25	102	6	25	9	7	1	6	3	12	11	7	8	2	4	8	22	8	8
Tadh_TriadG62236	76	9	4	3	5	33	7	81	7	18	2	22	4	77	22	61	1	11	6	3	0	4	5	5	5	2	17	5	9	3	10	4	3
Tadh_wf_g11342	19	3	0	2	4	9	0	26	1	11	2	9	6	26	5	22	2	2	0	0	1	3	1	2	1	3	1	1	1	1	5	0	0
Tadh_TriadG62237	30	7	1	1	6	11	2	39	6	16	4	12	8	29	8	42	3	5	2	2	0	1	0	3	3	0	2	2	5	2	2	0	2
Tadh_wf_g11344	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62238	3	0	0	0	1	1	0	5	0	2	0	1	1	2	4	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
Tadh_wf_g11346	2	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_1753	23	1	1	0	1	5	0	20	1	8	0	6	13	29	7	9	3	0	6	0	0	0	0	3	0	1	4	0	2	0	0	0	1
Tadh_TriadG62239	6	1	2	0	0	2	0	10	0	0	0	5	0	9	1	8	0	1	0	0	1	0	0	0	0	0	2	0	0	0	2	1	0
Tadh_wf_g11349	6	4	1	0	0	0	0	15	3	0	0	2	1	10	1	5	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0
Tadh_wf_g11350	2	2	0	0	0	0	0	3	0	1	0	0	0	1	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tadh_TriadG62201	175	18	7	8	19	58	15	259	26	59	11	72	41	181	51	221	6	19	11	10	5	3	4	15	18	16	25	6	10	10	30	6	5
Tadh_orphan_1754	13	2	0	2	4	7	2	22	3	6	0	11	4	22	4	17	3	2	1	0	0	0	3	3	0	0	3	1	1	3	5	1	3
Tadh_TriadG33759	65	3	7	2	3	24	4	77	3	29	1	16	7	45	20	50	1	2	1	2	2	2	2	3	5	4	10	3	2	2	11	0	2
Tadh_TriadG33711	74	3	3	4	4	19	5	93	12	36	1	30	9	59	22	57	4	4	3	3	2	2	2	9	3	0	7	5	2	3	6	1	6
Tadh_TriadG33763	353	21	26	15	26	141	10	430	35	132	6	75	43	298	98	306	19	12	25	4	1	12	9	13	28	17	28	16	20	10	19	10	14
Tadh_orphan_1755	19	0	4	0	0	6	1	12	2	8	0	4	2	12	6	20	0	0	1	0	0	0	0	1	3	1	2	1	0	1	1	0	1
Tadh_TriadG62215	629	69	47	44	54	263	22	769	78	280	5	156	87	717	252	703	64	36	44	4	8	34	35	16	50	28	111	30	58	21	60	6	1
Tadh_orphan_1757	7	1	0	0	0	7	0	6	1	5	0	7	5	4	5	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Tadh_TriadG33746	110	10	7	7	7	49	6	116	9	45	2	43	21	120	35	102	9	4	4	3	1	6	2	14	5	2	7	4	7	5	11	5	3
Tadh_orphan_1758	48	6	0	2	2	17	2	35	1	23	0	10	10	22	13	34	2	0	2	0	0	1	0	2	3	0	2	0	2	2	4	3	2
Tadh_TriadG62221	43	6	3	0	4	15	4	63	6	27	1	17	7	26	13	42	0	2	2	1	0	1	4	2	4	1	4	0	1	0	4	1	2
Tadh_TriadG62223	62	10	1	4	2	18	2	76	11	19	1	16	15	82	14	47	7	6	11	3	2	2	5	5	5	2	7	4	6	1	7	1	1
Tadh_TriadG33732	32	10	1	5	1	13	2	62	3	12	2	12	12	42	16	51	2	1	5	1	0	1	1	1	3	1	3	0	5	0	6	0	0
Tadh_TriadG62226	434	30	31	14	36	162	14	634	34	185	13	118	56	391	111	439	20	23	20	11	7	19	17	30	49	13	45	9	14	12	54	17	12
Tadh_TriadG62227	22	8	1	2	1	23	1	47	6	10	6	10	5	30	8	27	0	4	1	1	0	0	1	2	4	1	6	1	1	0	3	1	0
Tadh_orphan_1759	157	25	9	4	13	79	27	197	20	54	10	48	40	178	41	182	8	13	6	6	0	3	4	14	9	7	25	5	4	14	18	6	4
